Algo,ResultId,Time(sec),TourCost,AWDfromVTX1,MinAWD,DelEdgeP
two_opt,1,0.053,3262.935,1635.487,1592.373,92.333
two_opt,2,0.052,3308.535,1664.564,1591.377,90
two_opt,3,0.051,3265.7,1617.639,1600.839,90.667
two_opt,4,0.05,3190.538,1607.145,1588.174,91.333
two_opt,5,0.052,3307.396,1705.699,1585.636,93
two_opt,6,0.052,3256.396,1651.152,1569.423,93.333
two_opt,7,0.049,3321.599,1620.071,1605.26,93
two_opt,8,0.051,3293.844,1635.432,1612.956,90.333
two_opt,9,0.051,3182.254,1606.206,1583.452,94.333
two_opt,10,0.049,3165.554,1595.1,1574.65,95
two_opt,11,0.051,3199.735,1597.94,1577.603,93.333
two_opt,12,0.05,3234.574,1603.974,1584.025,94
two_opt,13,0.049,3258.772,1663.522,1577.091,93.333
two_opt,14,0.05,3336.812,1676.113,1627.327,89.667
two_opt,15,0.051,3274.169,1662.452,1592.655,93
two_opt,16,0.049,3377.372,1673.958,1604.163,90.333
two_opt,17,0.052,3205.329,1602.35,1576.52,94
two_opt,18,0.051,3256.953,1630.577,1589.506,92.333
two_opt,19,0.052,3250.025,1618.983,1574.703,92.667
two_opt,20,0.049,3243.675,1633.779,1605.67,92.333
two_opt,AVG,0.051,3259.608,1635.107,1590.67,92.417
two_opt,STD,0.001,54.726,31.043,14.901,1.544
