Algo,ResultId,Time(sec),ApproxRatio,TourCost,AWDfromVTX1,MinAWD,DelEdgeP
farthest_insertion,1,0.005,1.013,558582.804,286065.447,269096.435,96.154
farthest_insertion,2,0.004,1.006,554814.244,283726.705,267648.637,94.231
farthest_insertion,3,0.003,1.007,555611.495,292544.557,270328.225,94.231
farthest_insertion,4,0.003,1.025,565468.026,297522.004,270028.806,94.231
farthest_insertion,5,0.004,1.01,557387.303,285983.342,271178.929,94.231
farthest_insertion,6,0.003,1.005,554575.065,285422.899,267946.154,94.231
farthest_insertion,7,0.004,1.026,566218.468,280448.868,269239.03,96.154
farthest_insertion,8,0.004,1.02,562674.422,281438.436,264668.222,96.154
farthest_insertion,9,0.006,1.009,556783.679,276029.796,267669.542,96.154
farthest_insertion,10,0.003,1.008,556102.774,277528.101,267485.459,94.231
farthest_insertion,11,0.004,1.029,567507.527,280612.207,271081.284,96.154
farthest_insertion,12,0.003,1.029,567505.848,274354.593,270720.786,96.154
farthest_insertion,13,0.004,1.008,556100.926,293183.617,268238.408,94.231
farthest_insertion,14,0.004,1.029,567698.424,293435.662,270565.212,94.231
farthest_insertion,15,0.003,1.025,565467.51,301795.065,270174.724,96.154
farthest_insertion,16,0.004,1.029,567665.648,292867.481,273414.241,98.077
farthest_insertion,17,0.003,1.019,561934.947,283139.388,267354.868,98.077
farthest_insertion,18,0.004,1.008,556100.374,292283.233,267338.226,94.231
farthest_insertion,19,0.004,1.008,556100.309,272887.907,268722.267,94.231
farthest_insertion,20,0.004,1.013,558582.804,283003.877,269351.892,96.154
farthest_insertion,AVG,0.004,1.016,560644.13,285713.659,269112.567,95.385
farthest_insertion,STD,0.001,0.009,5075.037,7943.895,1919.506,1.309
