Algo,ResultId,Time(sec),ApproxRatio,TourCost,AWDfromVTX1,MinAWD,DelEdgeP
repetitive_nn,1,0.026,1.108,611144.493,309489.867,276879.863,90.385
repetitive_nn,2,0.023,1.108,611144.493,330489.731,276879.863,90.385
repetitive_nn,3,0.022,1.108,611144.493,330489.731,276879.863,90.385
repetitive_nn,4,0.025,1.108,611144.493,309489.867,276879.863,90.385
repetitive_nn,5,0.022,1.108,611144.493,309489.867,276879.863,90.385
repetitive_nn,6,0.021,1.108,611144.493,330489.731,276879.863,90.385
repetitive_nn,7,0.022,1.108,611144.493,330489.731,276879.863,90.385
repetitive_nn,8,0.022,1.108,611144.493,309489.867,276879.863,90.385
repetitive_nn,9,0.022,1.108,611144.493,330489.731,276879.863,90.385
repetitive_nn,10,0.022,1.108,611144.493,330489.731,276879.863,90.385
repetitive_nn,11,0.025,1.108,611144.493,330489.731,276879.863,90.385
repetitive_nn,12,0.022,1.108,611144.493,309489.867,276879.863,90.385
repetitive_nn,13,0.022,1.108,611144.493,309489.867,276879.863,90.385
repetitive_nn,14,0.022,1.108,611144.493,309489.867,276879.863,90.385
repetitive_nn,15,0.021,1.108,611144.493,309489.867,276879.863,90.385
repetitive_nn,16,0.022,1.108,611144.493,330489.731,276879.863,90.385
repetitive_nn,17,0.022,1.108,611144.493,330489.731,276879.863,90.385
repetitive_nn,18,0.022,1.108,611144.493,309489.867,276879.863,90.385
repetitive_nn,19,0.022,1.108,611144.493,309489.867,276879.863,90.385
repetitive_nn,20,0.024,1.108,611144.493,309489.867,276879.863,90.385
repetitive_nn,AVG,0.023,1.108,611144.493,318939.806,276879.863,90.385
repetitive_nn,STD,0.001,0,0,10718.704,0,0
