Algo,ResultId,Time(sec),TourCost,AWDfromVTX1,MinAWD,DelEdgeP
nn,1,13.279,205500.152,103650.2,101786.266,99.91
nn,2,17.358,205439.366,101955.965,101338.804,99.9
nn,3,14.521,204200.155,101603.869,101299.407,99.93
nn,4,16.103,206006.972,103834.633,101642.173,99.9
nn,5,13.954,207357.516,105720.643,101621.454,99.91
nn,AVG,15.043,205700.832,103353.062,101537.621,99.91
nn,STD,1.662,1140.065,1653.572,209.796,0.012
