Algo,ResultId,Time(sec),TourCost,AWDfromVTX1,MinAWD,DelEdgeP
concaveRingMergeNearestPtV3,1,0.696,102713.832,51408.927,51263.9,98.69
concaveRingMergeNearestPtV3,2,0.605,102713.832,51408.927,51263.9,98.69
concaveRingMergeNearestPtV3,3,0.599,102713.832,51408.927,51263.9,98.69
concaveRingMergeNearestPtV3,AVG,0.633,102713.832,51408.927,51263.9,98.69
concaveRingMergeNearestPtV3,STD,0.054,0,0,0,0
