Algo,ResultId,Time(sec),TourCost,AWDfromVTX1,MinAWD,DelEdgeP
arbitrary_insertion,1,0.006,4303.96,2155.739,2134.939,91.25
arbitrary_insertion,2,0.006,4225.325,2122.676,2100.642,92.75
arbitrary_insertion,3,0.006,4252.605,2130.767,2106.845,93.5
arbitrary_insertion,4,0.004,4240.244,2124.583,2111.246,92.25
arbitrary_insertion,5,0.004,4260.889,2133.222,2115.057,91.5
arbitrary_insertion,6,0.004,4231.96,2108.098,2099.316,93
arbitrary_insertion,7,0.004,4256.812,2128.021,2123.382,92.5
arbitrary_insertion,8,0.004,4227.62,2108.649,2086.649,93
arbitrary_insertion,9,0.004,4265.097,2135.27,2124.583,91
arbitrary_insertion,10,0.005,4236.036,2116.907,2108.139,95.25
arbitrary_insertion,11,0.005,4262.67,2136.318,2115.035,92.25
arbitrary_insertion,12,0.004,4221.249,2110.186,2103.253,92.75
arbitrary_insertion,13,0.004,4313.381,2162.259,2141.978,90.25
arbitrary_insertion,14,0.004,4215.391,2107.331,2095.112,92.5
arbitrary_insertion,15,0.004,4244.32,2123.681,2107.445,92.5
arbitrary_insertion,16,0.005,4231.183,2123.296,2110.294,93.75
arbitrary_insertion,17,0.004,4306.518,2150.078,2137.838,90
arbitrary_insertion,18,0.004,4212.188,2110.009,2097.97,95.25
arbitrary_insertion,19,0.004,4281.665,2143.513,2124.998,92
arbitrary_insertion,20,0.004,4324.737,2160.768,2151.368,92.25
arbitrary_insertion,AVG,0.004,4255.693,2129.569,2114.805,92.475
arbitrary_insertion,STD,0.001,34.174,17.615,17.041,1.355
