Algo,ResultId,Time(sec),ApproxRatio,TourCost,AWDfromVTX1,MinAWD,DelEdgeP
nearest_insertion,1,0.026,1.203,7352.509,3661.237,3521.039,86.154
nearest_insertion,2,0.019,1.207,7377.262,3777.286,3506.054,85.385
nearest_insertion,3,0.019,1.201,7342.028,3746.064,3516.677,86.923
nearest_insertion,4,0.019,1.192,7283.954,3736.599,3492.191,86.154
nearest_insertion,5,0.02,1.223,7473.588,3714.445,3612.214,84.615
nearest_insertion,6,0.019,1.19,7268.947,3731.67,3488.347,86.154
nearest_insertion,7,0.019,1.212,7408.584,3698.447,3578.425,85.385
nearest_insertion,8,0.018,1.198,7319.854,3631.805,3505.422,85.385
nearest_insertion,9,0.019,1.208,7382.342,3687.211,3555.748,85.385
nearest_insertion,10,0.019,1.218,7440.476,3689.989,3539.506,85.385
nearest_insertion,11,0.019,1.217,7436.07,3831.883,3493.896,85.385
nearest_insertion,12,0.018,1.212,7403.333,3775.165,3534.95,84.615
nearest_insertion,13,0.019,1.218,7440.476,3807.721,3539.506,85.385
nearest_insertion,14,0.019,1.217,7436.07,3661.388,3493.896,85.385
nearest_insertion,15,0.019,1.218,7440.476,3807.721,3539.506,85.385
nearest_insertion,16,0.019,1.163,7105.636,3493.891,3391.479,86.923
nearest_insertion,17,0.019,1.218,7440.476,3689.989,3539.506,85.385
nearest_insertion,18,0.02,1.212,7403.333,3685.116,3534.95,84.615
nearest_insertion,19,0.02,1.218,7440.476,3689.989,3539.506,85.385
nearest_insertion,20,0.019,1.217,7436.07,3661.388,3493.896,85.385
nearest_insertion,AVG,0.019,1.208,7381.598,3708.95,3520.836,85.538
nearest_insertion,STD,0.002,0.014,86.143,75.253,43.701,0.641
