Algo,ResultId,Time(sec),TourCost,AWDfromVTX1,MinAWD,DelEdgeP
two_opt,1,0.003,1317.421,625.672,621.439,91
two_opt,2,0.002,1181.613,591.945,578.033,91
two_opt,3,0.002,1169.121,580.922,566.66,99
two_opt,4,0.002,1234.042,652.14,576.806,95
two_opt,5,0.001,1141.706,580.456,561.598,96
two_opt,6,0.002,1229.097,616.381,575.656,95
two_opt,7,0.002,1233.986,606.279,570.746,95
two_opt,8,0.001,1204.33,626.897,579.32,94
two_opt,9,0.002,1269.185,667.68,591.773,92
two_opt,10,0.002,1208.169,598.171,572.353,97
two_opt,11,0.002,1235.392,588.593,577.706,92
two_opt,12,0.002,1231.713,613.428,579.406,96
two_opt,13,0.002,1256.053,609.483,573.62,93
two_opt,14,0.002,1226.339,633.898,576.581,93
two_opt,15,0.001,1224.646,639.069,593.33,95
two_opt,16,0.001,1143.356,575.706,561.599,96
two_opt,17,0.002,1179.28,594.32,573.608,95
two_opt,18,0.001,1166.112,595.005,570.471,96
two_opt,19,0.002,1242.865,600.887,588.333,93
two_opt,20,0.001,1322.299,720.644,608.432,96
two_opt,AVG,0.002,1220.836,615.879,579.873,94.5
two_opt,STD,0.001,49.263,34.823,14.749,2.09
