Algo,ResultId,Time(sec),TourCost,AWDfromVTX1,MinAWD,DelEdgeP
nearest_insertion,1,0.015,1264.8,624.736,616.56,88
nearest_insertion,2,0.013,1221.706,642.538,591.385,93
nearest_insertion,3,0.013,1218.788,632.409,584.531,94
nearest_insertion,4,0.012,1218.788,627.401,589.825,91
nearest_insertion,5,0.012,1253.258,615.145,599.603,89
nearest_insertion,6,0.012,1187.537,578.61,572.984,95
nearest_insertion,7,0.012,1271.794,645.353,613.379,90
nearest_insertion,8,0.012,1244.023,626.694,605.74,90
nearest_insertion,9,0.012,1229.898,624.485,589.523,92
nearest_insertion,10,0.012,1233.482,625.396,592.32,93
nearest_insertion,11,0.012,1253.842,635.202,587.166,93
nearest_insertion,12,0.012,1282.373,665.49,616.72,89
nearest_insertion,13,0.014,1229.673,610.144,592.551,87
nearest_insertion,14,0.012,1194.712,616.667,584.002,94
nearest_insertion,15,0.011,1208.854,603.524,582.046,90
nearest_insertion,16,0.012,1217.138,631.834,579.904,90
nearest_insertion,17,0.012,1197.007,620.684,571.775,93
nearest_insertion,18,0.012,1224.553,628.865,584.086,90
nearest_insertion,19,0.012,1244.646,653.555,596.607,93
nearest_insertion,20,0.012,1202.996,621.266,589.701,91
nearest_insertion,AVG,0.012,1229.993,626.5,592.02,91.25
nearest_insertion,STD,0.001,26.22,18.345,12.933,2.197
