Algo,ResultId,Time(sec),TourCost,AWDfromVTX1,MinAWD,DelEdgeP
farthest_insertion,1,0.015,1143.488,580.249,561.686,98
farthest_insertion,2,0.012,1156.362,582.955,564.878,94
farthest_insertion,3,0.012,1164.778,596.099,572.39,94
farthest_insertion,4,0.012,1132.777,568.174,558.136,98
farthest_insertion,5,0.012,1161.215,581.06,566.107,92
farthest_insertion,6,0.012,1154.712,591.382,567.824,95
farthest_insertion,7,0.012,1118.635,569.408,549.709,100
farthest_insertion,8,0.012,1123.488,566.111,550.25,98
farthest_insertion,9,0.012,1109.346,555.509,539.715,97
farthest_insertion,10,0.013,1105.269,561.214,542.975,95
farthest_insertion,11,0.012,1159.28,588.015,566.739,96
farthest_insertion,12,0.012,1154.067,586.512,565.556,95
farthest_insertion,13,0.015,1166.428,587.154,571.581,94
farthest_insertion,14,0.011,1125.783,564.939,553.971,94
farthest_insertion,15,0.012,1156.362,592.841,559.914,95
farthest_insertion,16,0.012,1121.061,570.905,547.333,99
farthest_insertion,17,0.012,1131.64,570.856,551.48,97
farthest_insertion,18,0.011,1151.772,594.535,562.41,97
farthest_insertion,19,0.012,1125.783,566.386,553.655,97
farthest_insertion,20,0.012,1129.214,570.097,551.483,98
farthest_insertion,AVG,0.012,1139.573,577.22,557.89,96.15
farthest_insertion,STD,0.001,19.341,12.252,9.442,2.059
