Algo,ResultId,Time(sec),TourCost,AWDfromVTX1,MinAWD,DelEdgeP
cheapest_insertion,1,0.01,1212.969,618.443,581.243,94
cheapest_insertion,2,0.009,1235.488,648.998,592.746,92
cheapest_insertion,3,0.009,1192.969,589.095,580.304,92
cheapest_insertion,4,0.009,1190.542,590.612,575.152,93
cheapest_insertion,5,0.008,1222.456,637.381,591.738,93
cheapest_insertion,6,0.009,1225.423,627.973,592.501,91
cheapest_insertion,7,0.009,1207.111,612.17,585.733,93
cheapest_insertion,8,0.009,1234.22,630.274,593.36,93
cheapest_insertion,9,0.008,1194.619,593.883,575.863,94
cheapest_insertion,10,0.008,1213.482,616.068,598.821,94
cheapest_insertion,11,0.009,1246.712,619.823,596.739,90
cheapest_insertion,12,0.009,1236.04,621.1,607.357,90
cheapest_insertion,13,0.009,1240.341,621.327,604.433,93
cheapest_insertion,14,0.009,1258.428,630.224,603.453,92
cheapest_insertion,15,0.008,1236.133,640.392,599.87,93
cheapest_insertion,16,0.009,1223.68,619.092,601.959,89
cheapest_insertion,17,0.009,1188.761,601.767,583.529,94
cheapest_insertion,18,0.008,1250.789,641.071,601.333,93
cheapest_insertion,19,0.009,1201.215,598.852,573.874,95
cheapest_insertion,20,0.008,1207.204,613.315,585.233,96
cheapest_insertion,AVG,0.009,1220.929,618.593,591.262,92.7
cheapest_insertion,STD,0.001,21.196,17.237,10.545,1.72
