Algo,ResultId,Time(sec),TourCost,AWDfromVTX1,MinAWD,DelEdgeP
arbitrary_insertion,1,26.615,326722.314,163224.947,163083.651,93.477
arbitrary_insertion,2,41.51,327190.51,163755.59,163343.487,93.22
arbitrary_insertion,3,38.749,326892.436,163516.837,163189.631,93.233
arbitrary_insertion,4,38.877,326731.269,163363.429,163196.996,93.373
arbitrary_insertion,5,38.852,326765.6,163270.953,163152.344,93.457
arbitrary_insertion,AVG,36.921,326860.426,163426.351,163193.222,93.352
arbitrary_insertion,STD,5.877,196.677,215.208,95.241,0.121
