Algo,ResultId,Time(sec),TourCost,AWDfromVTX1,MinAWD,DelEdgeP
nn,1,0.002,1228.816,653.873,536.58,92
nn,2,0.001,1254.643,648.959,536.73,90
nn,3,0.002,1250.87,587.039,549.409,86
nn,4,0.002,1206.945,659.386,541.372,89
nn,5,0.001,1197.125,547.024,547.024,91
nn,6,0.002,1171.488,601.704,535.671,92
nn,7,0.001,1236.209,620.175,551.612,86
nn,8,0.001,1253.126,586.65,556.275,87
nn,9,0.001,1105.765,520.238,518.123,92
nn,10,0.001,1305.134,709.218,568.361,85
nn,11,0.001,1218.503,612.159,553.634,88
nn,12,0.002,1216.373,646.605,549.245,89
nn,13,0.001,1339.232,647.334,552.559,87
nn,14,0.001,1117.213,539.548,531.892,89
nn,15,0.001,1239.786,531.561,526.766,92
nn,16,0.001,1271.999,668.101,543.062,87
nn,17,0.001,1262.33,651.658,548.403,91
nn,18,0.002,1288.659,623.54,541.558,88
nn,19,0.001,1228.146,661.579,535.25,93
nn,20,0.001,1203.269,625.165,545.727,90
nn,AVG,0.001,1229.782,617.076,543.463,89.2
nn,STD,0,56.086,51.315,11.313,2.397
