Algo,ResultId,Time(sec),TourCost,AWDfromVTX1,MinAWD,DelEdgeP
concaveRingMergeNearestPtV3,1,1.064,302383.371,151211.294,NA,99.983
concaveRingMergeNearestPtV3,2,1.03,302383.371,151211.294,NA,99.983
concaveRingMergeNearestPtV3,3,1.337,302383.371,151211.294,NA,99.983
concaveRingMergeNearestPtV3,AVG,1.144,302383.371,151211.294,NA,99.983
concaveRingMergeNearestPtV3,STD,0.168,0,0,NA,0
