Algo,ResultId,Time(sec),ApproxRatio,TourCost,AWDfromVTX1,MinAWD,DelEdgeP
cheapest_insertion,1,0.009,1.078,1507554.383,855674.562,550217.636,98
cheapest_insertion,2,0.008,1.085,1516393.108,754455.125,589208.877,94
cheapest_insertion,3,0.008,1.078,1507554.383,601898.495,550217.636,98
cheapest_insertion,4,0.008,1.078,1507554.383,920731.431,550217.636,98
cheapest_insertion,5,0.009,1.096,1532114.464,811932.396,556516.943,97
cheapest_insertion,6,0.008,1.097,1533215.321,871334.985,554572.746,98
cheapest_insertion,7,0.008,1.198,1675030.658,799599.553,568166.186,94
cheapest_insertion,8,0.009,1.084,1515399.362,636462.843,553998.889,97
cheapest_insertion,9,0.008,1.096,1532114.464,662939.906,556516.943,97
cheapest_insertion,10,0.008,1.094,1529217.558,902561.175,579738.559,94
cheapest_insertion,11,0.008,1.078,1507554.383,855674.562,550217.636,98
cheapest_insertion,12,0.008,1.094,1528836.724,620693.111,558534.707,96
cheapest_insertion,13,0.008,1.094,1528836.724,923231.985,558334.712,95
cheapest_insertion,14,0.008,1.105,1545082.383,880443.042,554720.996,96
cheapest_insertion,15,0.008,1.094,1528954.225,912556.07,568735.904,95
cheapest_insertion,16,0.009,1.084,1515399.362,894090.513,553998.889,97
cheapest_insertion,17,0.008,1.078,1507554.383,601898.495,550217.636,98
cheapest_insertion,18,0.008,1.084,1515399.362,894290.508,553798.893,96
cheapest_insertion,19,0.008,1.078,1507554.383,920731.431,550217.636,98
cheapest_insertion,20,0.008,1.094,1528837.354,631270.541,558535.063,96
cheapest_insertion,AVG,0.008,1.093,1528507.868,797623.537,558334.206,96.5
cheapest_insertion,STD,0,0.026,36338.614,123495.481,10522.095,1.469
