Algo,ResultId,Time(sec),ApproxRatio,TourCost,AWDfromVTX1,MinAWD,DelEdgeP
repetitive_nn,1,0.083,1.077,1505599.281,666610.724,545266.812,95
repetitive_nn,2,0.074,1.077,1505599.281,799311.366,545266.812,95
repetitive_nn,3,0.074,1.076,1504548.353,792604.816,549198.152,94
repetitive_nn,4,0.074,1.08,1510020.686,667716.075,545311.026,95
repetitive_nn,5,0.074,1.08,1510020.686,801654.71,545311.026,95
repetitive_nn,6,0.073,1.079,1508073.128,670634.146,543616.427,96
repetitive_nn,7,0.073,1.07,1495638.511,789253.112,545344.765,95
repetitive_nn,8,0.072,1.081,1511134.825,797478.344,541910.628,96
repetitive_nn,9,0.072,1.079,1508772.552,901854.693,549492.811,95
repetitive_nn,10,0.072,1.08,1510020.686,667716.075,545311.026,95
repetitive_nn,11,0.072,1.07,1495638.511,659341.486,545344.765,95
repetitive_nn,12,0.073,1.076,1504796.642,794015.341,545436.346,95
repetitive_nn,13,0.073,1.077,1505599.281,799311.366,545266.812,95
repetitive_nn,14,0.073,1.076,1504796.642,794015.341,545436.346,95
repetitive_nn,15,0.072,1.07,1495638.511,789253.112,545344.765,95
repetitive_nn,16,0.073,1.077,1505599.281,799311.366,545266.812,95
repetitive_nn,17,0.073,1.076,1504796.642,661539.437,545436.346,95
repetitive_nn,18,0.073,1.07,1495638.511,789253.112,545344.765,95
repetitive_nn,19,0.073,1.079,1508853.989,802847.677,547214.471,95
repetitive_nn,20,0.073,1.07,1495638.511,659341.486,545344.765,95
repetitive_nn,AVG,0.073,1.076,1504321.225,755153.189,545573.284,95.05
repetitive_nn,STD,0.002,0.004,5537.075,72150.554,1611.465,0.394
