Algo,ResultId,Time(sec),ApproxRatio,TourCost,AWDfromVTX1,MinAWD,DelEdgeP
concaveRingMergeNearestPtV2,1,6.977,1.336,26696933.879,14939518.65,NA,84.529
concaveRingMergeNearestPtV2,2,6.426,1.336,26696933.879,14939518.65,NA,84.529
concaveRingMergeNearestPtV2,3,6.321,1.336,26696933.879,14939518.65,NA,84.529
concaveRingMergeNearestPtV2,AVG,6.575,1.336,26696933.879,14939518.65,NA,84.529
concaveRingMergeNearestPtV2,STD,0.352,0,0,0,NA,0
concaveRingMergeNearestPtV2,OPT,0,1,19982859,NA,NA,NA
