Algo,ResultId,Time(sec),ApproxRatio,TourCost,AWDfromVTX1,MinAWD,DelEdgeP
two_opt,1,0.008,1.035,2432858.458,1061052.608,967202.031,94.805
two_opt,2,0.007,1.137,2672322.479,1400878.032,1122242.577,91.558
two_opt,3,0.007,1.057,2483525.43,1255606.413,1013134.712,97.403
two_opt,4,0.007,1.096,2575232.229,1533989.032,1057965.485,96.104
two_opt,5,0.008,1.009,2370396.738,1037960.339,938798.081,96.753
two_opt,6,0.008,1.051,2469486.669,1427319.88,1040095.739,98.052
two_opt,7,0.007,1.115,2619929.777,1342872.88,1138479.915,92.857
two_opt,8,0.007,1.007,2366318.227,1382795.953,942424.815,96.104
two_opt,9,0.008,1.087,2553841.156,1162811.315,1102082.984,96.753
two_opt,10,0.007,1.067,2506736.873,1199882.727,988991.599,96.104
two_opt,11,0.008,1.011,2377280.687,1126038.537,961285.85,95.455
two_opt,12,0.007,1.052,2471395.698,1270444.005,997879.244,96.753
two_opt,13,0.008,1.033,2427057.542,1339450.992,1034245.255,98.052
two_opt,14,0.008,1.021,2399754.991,1136589.647,996313.667,97.403
two_opt,15,0.007,1.152,2708037.892,1508817.868,1075380.467,94.805
two_opt,16,0.007,1.029,2418244.256,1280189.92,1047835.627,97.403
two_opt,17,0.007,1.047,2461111.321,1388562.234,1015257.772,95.455
two_opt,18,0.007,1.079,2534890.778,1174853.457,1034105.503,97.403
two_opt,19,0.007,1.085,2549798.681,1315119.403,1052782.292,95.455
two_opt,20,0.007,1.031,2423425.457,1304671.187,943478.722,97.403
two_opt,AVG,0.007,1.06,2491082.267,1282495.321,1023499.117,96.104
two_opt,STD,0,0.042,98342.856,139061.964,58458.729,1.672
