Algo,ResultId,Time(sec),ApproxRatio,TourCost,AWDfromVTX1,MinAWD,DelEdgeP
nearest_insertion,1,0.032,1.03,2420206.888,1277107.957,951620.733,96.753
nearest_insertion,2,0.032,1.094,2571703.941,1398855.589,1143587.934,87.662
nearest_insertion,3,0.029,1.118,2628165.6,1423785.984,1081827.709,92.208
nearest_insertion,4,0.028,1.102,2590640.111,1229789.359,1066053.154,92.857
nearest_insertion,5,0.027,1.088,2556535.768,1238475.71,1112681.021,83.117
nearest_insertion,6,0.029,1.105,2596645.933,1246056.694,1128000.92,85.714
nearest_insertion,7,0.028,1.193,2804387.946,1291241.853,997686.589,95.455
nearest_insertion,8,0.028,1.069,2512251.595,1162004.174,1076476.149,92.208
nearest_insertion,9,0.03,1.102,2590640.111,1197802.605,1057225.57,92.857
nearest_insertion,10,0.028,1.125,2643121.321,1444100.425,1109767.901,91.558
nearest_insertion,11,0.028,1.103,2593211.391,1178048.544,1013911.62,93.506
nearest_insertion,12,0.028,1.061,2494289.946,1453260.895,1038635.881,92.857
nearest_insertion,13,0.033,1.081,2540868.732,1339822.052,1101968.607,88.312
nearest_insertion,14,0.028,1.034,2429109.787,990689.412,873476.113,96.753
nearest_insertion,15,0.028,1.066,2505106.288,1136832.293,990678.429,92.857
nearest_insertion,16,0.027,1.039,2441109.459,1194344.548,979622.785,97.403
nearest_insertion,17,0.028,1.044,2453411.237,1211503.791,1020794.923,97.403
nearest_insertion,18,0.028,1.136,2670007.814,1549322.03,1020620.032,94.805
nearest_insertion,19,0.027,1.066,2505394.253,1143895.71,1047583.606,92.857
nearest_insertion,20,0.032,1.078,2533534.889,1393287.322,1035665.412,92.857
nearest_insertion,AVG,0.029,1.087,2554017.151,1275011.347,1042394.254,92.5
nearest_insertion,STD,0.002,0.039,92613.873,136025.352,65421.089,3.812
