Algo,ResultId,Time(sec),ApproxRatio,TourCost,AWDfromVTX1,MinAWD,DelEdgeP
cheapest_insertion,1,0.021,1.145,2690940.772,936845.884,867257.863,96.104
cheapest_insertion,2,0.019,1.062,2496465.983,1032004.709,903066.05,93.506
cheapest_insertion,3,0.02,1.057,2484063.628,1480914.057,898537.936,88.961
cheapest_insertion,4,0.019,1.057,2483675.369,1514311.134,864769.14,92.857
cheapest_insertion,5,0.019,1.064,2500887.835,1507599.962,859778.567,96.753
cheapest_insertion,6,0.019,1.056,2482433.453,1181798.65,845538.154,98.052
cheapest_insertion,7,0.018,1.056,2482433.453,912531.51,845538.154,98.052
cheapest_insertion,8,0.019,1.064,2500840.195,1492732.72,849648.382,97.403
cheapest_insertion,9,0.019,1.062,2495516.702,959353.788,851241.644,96.753
cheapest_insertion,10,0.019,1.062,2495478.791,943616.966,842150.483,96.753
cheapest_insertion,11,0.019,1.066,2505109.61,988392.921,881854.627,90.26
cheapest_insertion,12,0.019,1.062,2495643.222,1520739.501,869164.573,95.455
cheapest_insertion,13,0.019,1.057,2483540.894,925883.756,832430.408,97.403
cheapest_insertion,14,0.019,1.062,2496465.983,1306449.972,901897.222,93.506
cheapest_insertion,15,0.018,1.056,2482433.453,912531.51,845538.154,98.052
cheapest_insertion,16,0.018,1.118,2627925.453,1396428.695,852466.349,96.104
cheapest_insertion,17,0.019,1.056,2482433.453,1181798.65,845538.154,98.052
cheapest_insertion,18,0.019,1.062,2496465.983,1477555.222,899949.179,93.506
cheapest_insertion,19,0.019,1.056,2482433.453,912531.51,845538.154,98.052
cheapest_insertion,20,0.019,1.057,2483540.894,1573784.027,832430.408,97.403
cheapest_insertion,AVG,0.019,1.067,2507436.429,1207890.257,861716.68,95.649
cheapest_insertion,STD,0.001,0.023,53531.627,263170.94,23389.642,2.691
