Algo,ResultId,Time(sec),ApproxRatio,TourCost,AWDfromVTX1,MinAWD,DelEdgeP
nn,1,0.002,1.087,2554484.219,856540.61,843365.271,98.052
nn,2,0.002,1.114,2618349.104,1241643.596,863520.921,97.403
nn,3,0.001,1.091,2563473.787,1367081.798,835406.178,97.403
nn,4,0.001,1.113,2615749.817,1377307.449,846417.017,96.753
nn,5,0.001,1.108,2604386.749,1172703.893,878018.929,97.403
nn,6,0.002,1.1,2585787.503,1583243.053,873414.351,96.753
nn,7,0.002,1.133,2662604.393,1354866.193,866459.722,96.104
nn,8,0.001,1.132,2660056.231,1043982.658,869428.356,97.403
nn,9,0.001,1.101,2588061.507,907829.178,860189.799,96.753
nn,10,0.001,1.104,2594619.134,1087811.714,848125.327,97.403
nn,11,0.001,1.127,2649174.505,1665236.528,861360.831,96.753
nn,12,0.001,1.104,2595131.2,1023060.919,879179.172,96.753
nn,13,0.001,1.09,2561636.788,1419598.056,867871.852,97.403
nn,14,0.002,1.121,2634451.866,1361271.952,863793.513,97.403
nn,15,0.001,1.104,2594619.934,1650822.173,842735.637,97.403
nn,16,0.002,1.111,2610193.712,1594067.043,881337.883,96.104
nn,17,0.001,1.158,2722104.199,1359328.786,875740.055,96.104
nn,18,0.001,1.104,2593784.993,1434851.294,865380.951,96.753
nn,19,0.001,1.108,2605131.2,1584754.875,882360.99,96.104
nn,20,0.001,1.144,2688394.816,1349882.576,872626.718,96.104
nn,AVG,0.001,1.113,2615109.783,1321794.217,863836.674,96.916
nn,STD,0,0.018,43142.763,241467.793,13947.119,0.591
