Algo,ResultId,Time(sec),ApproxRatio,TourCost,AWDfromVTX1,MinAWD,DelEdgeP
arbitrary_insertion,1,0.003,1.037,2438255.687,1291345.064,1037305.247,96.104
arbitrary_insertion,2,0.001,1.034,2429277.68,1339568.956,1052817.039,95.455
arbitrary_insertion,3,0.001,1.051,2470672.82,1200701.577,1051245.173,96.104
arbitrary_insertion,4,0.002,1.034,2429457.941,1279541.819,1044402.68,95.455
arbitrary_insertion,5,0.001,1.027,2413785.099,1056364.912,1010400.497,96.104
arbitrary_insertion,6,0.004,1.059,2488636.372,1263882.248,1094984.988,94.805
arbitrary_insertion,7,0.001,1.006,2365340.907,1238617.297,949715.008,96.104
arbitrary_insertion,8,0.002,1.004,2360087.199,1133674.446,994181.062,96.104
arbitrary_insertion,9,0.001,1.025,2410163.316,1058464.872,1024562.817,94.156
arbitrary_insertion,10,0.001,1.025,2408306.543,1238044.268,1033664.846,96.753
arbitrary_insertion,11,0.001,1.039,2442362.483,1149573.136,1067000.808,95.455
arbitrary_insertion,12,0.001,1.01,2372999.951,1235525.577,976298.671,96.753
arbitrary_insertion,13,0.001,1.041,2446038.898,1076497.745,988045.957,95.455
arbitrary_insertion,14,0.001,1.015,2386227.698,1069250.587,981330.606,96.104
arbitrary_insertion,15,0.001,1.024,2406745.913,1255458.855,1010304.112,96.104
arbitrary_insertion,16,0.001,1.023,2404066.87,1129340.329,1029340.301,95.455
arbitrary_insertion,17,0.001,1.007,2367794.194,1250020.621,991521.471,96.104
arbitrary_insertion,18,0.001,1.004,2360419.512,1356999.643,982318.608,96.104
arbitrary_insertion,19,0.002,1.026,2412325.308,1129172.206,1036954.411,96.104
arbitrary_insertion,20,0.001,1.002,2354260.887,1308295.605,958752.34,96.104
arbitrary_insertion,AVG,0.001,1.025,2408361.264,1203016.988,1015757.332,95.844
arbitrary_insertion,STD,0.001,0.016,38072.361,95743.013,37838.562,0.611
