Algo,ResultId,Time(sec),TourCost,AWDfromVTX1,MinAWD,DelEdgeP
two_opt,1,0.054,3649.8,1838.213,1731.237,96
two_opt,2,0.053,3626.43,1838.607,1780.284,94.667
two_opt,3,0.054,3588.742,1792.483,1767.349,95
two_opt,4,0.053,3663.387,1855.757,1710.4,94.333
two_opt,5,0.053,3650.08,1823.528,1738.16,93.667
two_opt,6,0.051,3433.31,1722.358,1689.623,95.333
two_opt,7,0.053,3532.104,1775.689,1738.089,93.667
two_opt,8,0.054,3629.633,1796.008,1750.261,95
two_opt,9,0.054,3635.593,1831.305,1716.463,95.667
two_opt,10,0.052,3714.223,1948.011,1743.405,95
two_opt,11,0.052,3582.974,1754.178,1749.78,96
two_opt,12,0.056,3545.7,1755.449,1711.363,97.333
two_opt,13,0.052,3542.977,1773.947,1736.309,94.667
two_opt,14,0.052,3672.385,1847.884,1761.913,94.333
two_opt,15,0.054,3656.583,1906.271,1731.389,95
two_opt,16,0.052,3618.769,1787.134,1736.873,93.333
two_opt,17,0.052,3621.095,1737.477,1716.425,94.333
two_opt,18,0.055,3562.846,1765.634,1729.878,96.333
two_opt,19,0.052,3659.003,1837.808,1792.566,93.667
two_opt,20,0.054,3508.224,1785.768,1690.542,96.667
two_opt,AVG,0.053,3604.693,1808.675,1736.115,95
two_opt,STD,0.001,67.274,56.16,26.753,1.081
