Algo,ResultId,Time(sec),TourCost,AWDfromVTX1,MinAWD,DelEdgeP
two_opt,1,0.003,1219.184,577.134,575.858,97
two_opt,2,0.002,1264.232,607.381,603.998,97
two_opt,3,0.002,1213.095,608.408,588.235,98
two_opt,4,0.002,1274.775,645.272,599.637,98
two_opt,5,0.002,1205.107,581.855,580.721,96
two_opt,6,0.002,1209.494,628.738,569.25,97
two_opt,7,0.002,1255.98,661.214,589.003,97
two_opt,8,0.001,1286.584,654.94,592.266,96
two_opt,9,0.002,1273.567,637.379,584.15,98
two_opt,10,0.002,1208.937,591.998,575.223,99
two_opt,11,0.002,1228.14,620.787,595.643,97
two_opt,12,0.002,1277.696,669.379,576.911,96
two_opt,13,0.002,1188.942,580.756,578.453,98
two_opt,14,0.001,1222.385,622.468,580.131,98
two_opt,15,0.002,1239.591,663.581,586.927,99
two_opt,16,0.002,1238.119,628.794,593.911,96
two_opt,17,0.002,1247.948,625.878,591.213,96
two_opt,18,0.001,1265.016,648.332,610.767,94
two_opt,19,0.002,1170.972,587.952,574.96,98
two_opt,20,0.002,1247.004,609.772,582.897,99
two_opt,AVG,0.002,1236.838,622.601,586.508,97.2
two_opt,STD,0,31.958,29.111,10.74,1.281
