Algo,ResultId,Time(sec),TourCost,AWDfromVTX1,MinAWD,DelEdgeP
nn,1,0.002,1323.706,640.843,633.109,92
nn,2,0.001,1371.651,623.121,613.057,91
nn,3,0.001,1290.757,640.704,608.565,93
nn,4,0.001,1358.196,658.694,608.538,91
nn,5,0.001,1476.087,769.382,628.202,93
nn,6,0.001,1315.783,687.892,588.63,94
nn,7,0.001,1349.314,703.197,603.84,94
nn,8,0.001,1409.087,760.871,588.284,94
nn,9,0,1287.687,627.521,615.708,96
nn,10,0.001,1404.018,705.45,617.338,93
nn,11,0.001,1396.447,643.562,596.248,92
nn,12,0.001,1311.544,596.929,594.73,95
nn,13,0,1380.163,714.366,612.68,91
nn,14,0.001,1305.288,653.748,601.299,93
nn,15,0.001,1428.591,723.035,622.969,94
nn,16,0.001,1303.585,688.261,608.35,92
nn,17,0.001,1418.828,761.771,633.458,93
nn,18,0.001,1377.764,643.841,600.623,92
nn,19,0.001,1456.308,796.183,632.383,92
nn,20,0.001,1265,615.904,601.404,96
nn,AVG,0.001,1361.49,682.764,610.471,93.05
nn,STD,0,59.986,57.475,14.172,1.504
