Algo,ResultId,Time(sec),ApproxRatio,TourCost,AWDfromVTX1,MinAWD,DelEdgeP
nearest_insertion,1,0.022,1.079,2019545.003,1095130.704,888120.67,92.913
nearest_insertion,2,0.019,1.051,1967291.907,1181234.655,719917.719,97.638
nearest_insertion,3,0.018,1.059,1981100.574,1114352.265,859950.437,86.614
nearest_insertion,4,0.018,1.069,1999923.378,914984.822,872162.552,92.913
nearest_insertion,5,0.018,1.127,2109451.02,963147.373,780233.702,95.276
nearest_insertion,6,0.019,1.025,1918706.513,1125882.242,734064.627,96.85
nearest_insertion,7,0.02,1.096,2050905.891,1000253.792,876158.385,92.913
nearest_insertion,8,0.018,1.075,2011828.457,965870.735,877962.923,88.189
nearest_insertion,9,0.021,1.066,1994759.608,921318.519,871938.371,83.465
nearest_insertion,10,0.019,1.075,2011149.99,1162664.632,853612.228,92.126
nearest_insertion,11,0.018,1.164,2177530.577,1253326.287,827015.583,93.701
nearest_insertion,12,0.019,1.097,2053365.855,1127051.87,819841.758,92.913
nearest_insertion,13,0.018,1.073,2008463.686,898294.011,862890.694,92.913
nearest_insertion,14,0.019,1.096,2050262.545,1010969.346,900816.11,81.102
nearest_insertion,15,0.018,1.099,2057318.53,1128846.051,898197.318,92.913
nearest_insertion,16,0.018,1.1,2058770.196,977783.926,863252.608,85.827
nearest_insertion,17,0.019,1.084,2028858.417,900514.137,873637.112,92.913
nearest_insertion,18,0.018,1.075,2011416.866,1069143.806,847083.405,93.701
nearest_insertion,19,0.018,1.123,2102048.261,1140746.61,720822.183,92.913
nearest_insertion,20,0.018,1.084,2029175.582,1074460.238,893849.789,91.339
nearest_insertion,AVG,0.019,1.086,2032093.643,1051298.801,842076.409,91.457
nearest_insertion,STD,0.001,0.03,55540.781,104754.433,57965.406,4.269
