Algo,ResultId,Time(sec),ApproxRatio,TourCost,AWDfromVTX1,MinAWD,DelEdgeP
nn,1,0.002,1.114,2085305.605,1267439.52,725341.927,95.276
nn,2,0.001,1.123,2100664.076,1300274.877,708533.087,96.85
nn,3,0.001,1.141,2134490.993,871019.497,714458.273,96.85
nn,4,0.002,1.128,2110663.458,1092458.597,708533.137,96.063
nn,5,0.001,1.108,2073783.993,701898.118,695568.89,97.638
nn,6,0.001,1.106,2069661.929,730160.099,704973.676,96.85
nn,7,0.001,1.179,2206794.773,822401.824,733885.74,96.063
nn,8,0.001,1.108,2073783.993,701898.118,695568.89,97.638
nn,9,0.001,1.116,2088392.25,919413.092,700315.622,97.638
nn,10,0.001,1.129,2111732.314,1099704.269,708662.749,96.85
nn,11,0.001,1.111,2079654.624,961753.111,704385.305,96.85
nn,12,0.001,1.12,2095066.043,1170314.125,707370.853,96.85
nn,13,0.002,1.129,2112849.394,1312715.351,708782.614,96.85
nn,14,0.001,1.106,2068607.043,915617.338,695528.343,97.638
nn,15,0.001,1.12,2095704.649,1175602.49,710983.973,96.85
nn,16,0.001,1.112,2081120.538,1159802.579,709953.831,96.85
nn,17,0.001,1.114,2084874.136,1077827.418,699263.208,96.063
nn,18,0.001,1.119,2094545.865,984996.832,717536.818,96.85
nn,19,0.001,1.136,2124770.527,773893.256,720049.223,96.063
nn,20,0.001,1.106,2069742.032,1152416.614,712574.903,97.638
nn,AVG,0.001,1.121,2098110.412,1009580.356,709113.553,96.811
nn,STD,0,0.017,31765.763,199466.205,9951.827,0.65
