Algo,ResultId,Time(sec),ApproxRatio,TourCost,AWDfromVTX1,MinAWD,DelEdgeP
arbitrary_insertion,1,0.002,1.031,1929924.34,963830.998,850794.057,95.276
arbitrary_insertion,2,0.001,1.05,1964425.538,997223.697,851439.515,94.488
arbitrary_insertion,3,0.001,1.034,1935030.955,917487.167,812643.096,93.701
arbitrary_insertion,4,0.001,1.008,1886592.147,907401.381,803806.307,95.276
arbitrary_insertion,5,0.001,1.017,1903076.889,1007309.498,823125.444,96.063
arbitrary_insertion,6,0.001,1.029,1924911.819,1009640.483,848456.969,95.276
arbitrary_insertion,7,0.001,1.005,1880570.762,903862.035,793966.438,96.85
arbitrary_insertion,8,0.001,1.012,1893725.226,1026280.252,817650.678,96.063
arbitrary_insertion,9,0.001,1.024,1915655.785,990155.009,849175.332,96.063
arbitrary_insertion,10,0.001,1.051,1966173.657,973596.804,859566.307,94.488
arbitrary_insertion,11,0.001,1.025,1917831.982,982942.065,832229.383,95.276
arbitrary_insertion,12,0.001,1.056,1976848.972,907140.736,870272.036,96.85
arbitrary_insertion,13,0,1.031,1929967.424,949411.733,846523.656,94.488
arbitrary_insertion,14,0.001,1.011,1891395.787,920898.81,819786.848,96.063
arbitrary_insertion,15,0.001,1.032,1931056.507,1091164.748,843567.698,96.85
arbitrary_insertion,16,0.001,1.054,1971577.03,922172.223,855926.859,96.063
arbitrary_insertion,17,0.001,1.064,1991043.839,1063218.886,871753.883,95.276
arbitrary_insertion,18,0,1.046,1957408.61,1038920.692,832858.345,96.063
arbitrary_insertion,19,0.001,1.077,2015806.766,1022784.532,892209.47,92.913
arbitrary_insertion,20,0,1.03,1927170.732,866683.208,847341.157,96.063
arbitrary_insertion,AVG,0.001,1.034,1935509.738,973106.248,841154.674,95.472
arbitrary_insertion,STD,0,0.02,36937.358,60266.509,24337.87,1.049
