Algo,ResultId,Time(sec),ApproxRatio,TourCost,AWDfromVTX1,MinAWD,DelEdgeP
repetitive_nn,1,0.137,1.091,2041117.614,885525.567,691228.104,97.638
repetitive_nn,2,0.128,1.092,2043369.819,1103731.182,689643.499,98.425
repetitive_nn,3,0.129,1.085,2031124.4,1086773.664,691228.369,97.638
repetitive_nn,4,0.127,1.085,2031124.4,877014.531,691228.369,97.638
repetitive_nn,5,0.127,1.085,2031124.4,877014.531,691228.369,97.638
repetitive_nn,6,0.127,1.091,2041117.614,1098038.735,691228.104,97.638
repetitive_nn,7,0.128,1.085,2031124.4,1086773.664,691228.369,97.638
repetitive_nn,8,0.133,1.091,2040993.122,1091979.998,691306.075,97.638
repetitive_nn,9,0.129,1.092,2043804.319,1276665.141,695648.359,97.638
repetitive_nn,10,0.129,1.091,2040993.122,879501.138,691306.075,97.638
repetitive_nn,11,0.126,1.091,2041117.614,1098038.735,691228.104,97.638
repetitive_nn,12,0.127,1.085,2031124.4,1086773.664,691228.369,97.638
repetitive_nn,13,0.128,1.085,2031124.4,1086773.664,691228.369,97.638
repetitive_nn,14,0.128,1.085,2031124.4,1086773.664,691228.369,97.638
repetitive_nn,15,0.134,1.085,2031124.4,1086773.664,691228.369,97.638
repetitive_nn,16,0.128,1.089,2038418.18,1267480.186,696627.764,97.638
repetitive_nn,17,0.127,1.085,2031124.4,1086773.664,691228.369,97.638
repetitive_nn,18,0.127,1.085,2031124.4,1086773.664,691228.369,97.638
repetitive_nn,19,0.127,1.085,2031124.4,877014.531,691228.369,97.638
repetitive_nn,20,0.127,1.093,2045822.621,1262354.178,704231.218,96.063
repetitive_nn,AVG,0.129,1.088,2035956.121,1064427.388,692297.968,97.598
repetitive_nn,STD,0.003,0.003,5654.217,126819.984,3223.327,0.402
