Algo,ResultId,Time(sec),ApproxRatio,TourCost,AWDfromVTX1,MinAWD,DelEdgeP
farthest_insertion,1,0.022,1.008,1885208.241,883828.289,820074.636,95.276
farthest_insertion,2,0.018,1.029,1924725.265,933487.071,818758.115,95.276
farthest_insertion,3,0.018,1.022,1913249.74,907217.822,828316.893,95.276
farthest_insertion,4,0.018,1.006,1883270.32,1068282.947,783948.229,95.276
farthest_insertion,5,0.018,1.009,1888582.563,976612.6,804231.677,95.276
farthest_insertion,6,0.019,1.027,1922287.813,895489.784,841415.297,95.276
farthest_insertion,7,0.018,1.013,1895747.647,942869.786,815307.696,95.276
farthest_insertion,8,0.019,1.017,1903651.4,999677.443,827165.357,95.276
farthest_insertion,9,0.021,1.013,1894594.527,1010376.522,820515.127,96.063
farthest_insertion,10,0.019,1.005,1880222.071,877779.662,823335.719,96.063
farthest_insertion,11,0.018,1.007,1884355.769,838818.782,819662.366,95.276
farthest_insertion,12,0.018,1.014,1897592.731,968724.077,816735.253,95.276
farthest_insertion,13,0.018,1.038,1942463.845,956261.11,878233.681,94.488
farthest_insertion,14,0.018,1.008,1885208.848,1057967.501,820326.113,95.276
farthest_insertion,15,0.018,1.02,1908245.297,934637.755,814024.251,96.063
farthest_insertion,16,0.018,1.006,1882182.709,974255.697,793113.186,95.276
farthest_insertion,17,0.018,1.009,1888330.286,891761.894,815285.054,96.063
farthest_insertion,18,0.017,1.01,1889418.265,894319.238,810854.007,96.063
farthest_insertion,19,0.019,1.031,1929959.048,978019.957,848642.334,96.063
farthest_insertion,20,0.018,1.007,1884355.404,1012621.231,826529.229,95.276
farthest_insertion,AVG,0.019,1.015,1899182.59,950150.458,821323.711,95.472
farthest_insertion,STD,0.001,0.01,18352.545,61542.629,19543.416,0.433
