Algo,ResultId,Time(sec),TourCost,AWDfromVTX1,MinAWD,DelEdgeP
cheapest_insertion,1,0.089,3588.464,1790.014,1774.581,93.333
cheapest_insertion,2,0.08,3563.331,1806.031,1756.036,94.333
cheapest_insertion,3,0.079,3541.865,1776.227,1747.387,94.667
cheapest_insertion,4,0.079,3557.494,1806.591,1757.487,94.667
cheapest_insertion,5,0.079,3592.321,1816.429,1770.684,94
cheapest_insertion,6,0.079,3559.324,1794.786,1755.788,94.667
cheapest_insertion,7,0.078,3549.728,1790.577,1756.537,94.667
cheapest_insertion,8,0.078,3578.87,1766.009,1760.878,94
cheapest_insertion,9,0.079,3554.4,1793.45,1756.399,94.667
cheapest_insertion,10,0.078,3559.325,1766.056,1747.754,94.333
cheapest_insertion,11,0.078,3554.659,1785.735,1759.251,94.333
cheapest_insertion,12,0.076,3589.235,1790.033,1768.982,94
cheapest_insertion,13,0.078,3567.195,1792.805,1763.886,94
cheapest_insertion,14,0.078,3561.254,1765.424,1760.04,94.667
cheapest_insertion,15,0.078,3522.568,1780.427,1730.717,95.667
cheapest_insertion,16,0.079,3557.493,1777.766,1763.075,94.333
cheapest_insertion,17,0.079,3564.355,1798.861,1763.367,94
cheapest_insertion,18,0.079,3551.555,1801.397,1754.982,94.667
cheapest_insertion,19,0.078,3556.632,1796.358,1749.707,94.667
cheapest_insertion,20,0.078,3565.27,1779.548,1762.46,94
cheapest_insertion,AVG,0.079,3561.767,1788.726,1758,94.383
cheapest_insertion,STD,0.003,16.393,14.145,9.551,0.475
