Algo,ResultId,Time(sec),TourCost,AWDfromVTX1,MinAWD,DelEdgeP
nn,1,0.004,4187.072,2191.1,1837.481,93
nn,2,0.004,3736.894,1778.217,1774.139,94.333
nn,3,0.004,3992.186,2014.978,1788.192,93
nn,4,0.003,3935.822,2019.976,1783.898,93
nn,5,0.003,3953.29,2089.832,1729.039,94.333
nn,6,0.004,4066.327,2120.665,1742.095,93.667
nn,7,0.003,4010.933,2157.573,1726.286,92.333
nn,8,0.003,3729.579,1756.77,1702.935,95.333
nn,9,0.003,4126.401,2052.57,1730.76,93.333
nn,10,0.004,3793.586,1908.066,1771.633,92.667
nn,11,0.004,3773.402,1828.919,1741.111,94.333
nn,12,0.003,3977.983,2032.083,1731.784,93
nn,13,0.004,4025.932,2013.442,1800.383,93
nn,14,0.003,3995.937,1998.806,1809.063,92.667
nn,15,0.003,4202.599,1947.958,1704.442,92.667
nn,16,0.003,4151.438,1841.614,1699.14,92.667
nn,17,0.003,3808.599,1872.498,1754.19,94.333
nn,18,0.003,4067.289,2130.655,1697.485,94.333
nn,19,0.003,3867.191,2049.692,1731.187,92.667
nn,20,0.003,4055.602,1849.305,1750.525,94.333
nn,AVG,0.003,3972.903,1982.736,1750.288,93.45
nn,STD,0,146.991,128.756,39.195,0.847
