Algo,ResultId,Time(sec),TourCost,AWDfromVTX1,MinAWD,DelEdgeP
two_opt,1,0.057,3448.039,1729.618,1712.27,97.667
two_opt,2,0.055,3516.933,1764.319,1729.16,98
two_opt,3,0.056,3561.195,1755.656,1701.836,96.333
two_opt,4,0.058,3482.311,1767.872,1702.24,97.667
two_opt,5,0.053,3456.68,1720.239,1672.587,98.333
two_opt,6,0.055,3503.013,1739.272,1706.468,95.667
two_opt,7,0.055,3570.126,1784.008,1707.362,98
two_opt,8,0.056,3544.517,1798.951,1739.068,96.667
two_opt,9,0.058,3503.598,1762.896,1701.931,98.333
two_opt,10,0.056,3415.802,1727.059,1665.673,98.667
two_opt,11,0.054,3531.247,1798.776,1717.743,96.667
two_opt,12,0.057,3535.944,1783.897,1663.858,98.667
two_opt,13,0.055,3490.645,1769.759,1698.434,98
two_opt,14,0.059,3547.929,1780.323,1713.092,97.333
two_opt,15,0.056,3495.986,1729.929,1682.453,98.667
two_opt,16,0.057,3601.944,1890.729,1703.444,98.667
two_opt,17,0.055,3464.194,1733.396,1697.965,95.333
two_opt,18,0.056,3562.825,1778.126,1748.288,95.333
two_opt,19,0.054,3535.157,1760.264,1688.985,97.667
two_opt,20,0.06,3423.612,1734.819,1684.311,97.667
two_opt,AVG,0.056,3509.585,1765.495,1701.858,97.467
two_opt,STD,0.002,50.501,38.295,22.141,1.105
