Algo,ResultId,Time(sec),TourCost,AWDfromVTX1,MinAWD,DelEdgeP
farthest_insertion,1,0.144,3363.497,1685.975,1665.996,97.333
farthest_insertion,2,0.136,3415.035,1710.687,1688.107,97
farthest_insertion,3,0.136,3394.573,1723.274,1672.932,98
farthest_insertion,4,0.139,3404.116,1680.383,1678.588,97.667
farthest_insertion,5,0.131,3441.114,1747.428,1697.355,97
farthest_insertion,6,0.135,3443.105,1716.688,1697.009,96
farthest_insertion,7,0.136,3397.666,1700.416,1675.274,97.667
farthest_insertion,8,0.135,3431.418,1729.497,1693.363,97.333
farthest_insertion,9,0.132,3435.443,1741.265,1669.259,98
farthest_insertion,10,0.137,3375.261,1682.531,1668.915,99.333
farthest_insertion,11,0.134,3459.248,1735.593,1715.689,97
farthest_insertion,12,0.134,3380.208,1685.355,1671.67,99.333
farthest_insertion,13,0.136,3338.365,1682.851,1648.878,98.333
farthest_insertion,14,0.134,3395.746,1704.317,1681.98,96.667
farthest_insertion,15,0.135,3469.095,1717.627,1706.87,97.667
farthest_insertion,16,0.136,3470.932,1761.481,1709.899,98
farthest_insertion,17,0.133,3442.951,1722.401,1699.894,97.667
farthest_insertion,18,0.133,3418.647,1687.667,1681.467,98
farthest_insertion,19,0.136,3396.507,1708.843,1681.69,97.667
farthest_insertion,20,0.132,3405.278,1694.351,1674.133,97.667
farthest_insertion,AVG,0.135,3413.91,1710.931,1683.948,97.667
farthest_insertion,STD,0.003,35.468,23.954,16.856,0.787
