Algo,ResultId,Time(sec),TourCost,AWDfromVTX1,MinAWD,DelEdgeP
arbitrary_insertion,1,0.005,3411.276,1702.43,1693.203,97.667
arbitrary_insertion,2,0.003,3499.345,1738.978,1718.879,97.333
arbitrary_insertion,3,0.004,3443.214,1729.856,1695.558,95.333
arbitrary_insertion,4,0.004,3528.399,1766.393,1736.101,96
arbitrary_insertion,5,0.003,3466.365,1738.405,1710.848,95.667
arbitrary_insertion,6,0.003,3542.198,1769.293,1740.823,97.333
arbitrary_insertion,7,0.003,3468.329,1728.433,1715.581,95
arbitrary_insertion,8,0.003,3432.498,1727.467,1690.836,96.333
arbitrary_insertion,9,0.004,3482.717,1752.843,1717.486,96.667
arbitrary_insertion,10,0.004,3445.038,1742.696,1702.657,97.667
arbitrary_insertion,11,0.003,3445.948,1714.793,1694.965,98
arbitrary_insertion,12,0.004,3469.359,1721.55,1701.518,96
arbitrary_insertion,13,0.004,3484.89,1748.584,1713.193,96
arbitrary_insertion,14,0.004,3498.498,1742.1,1725.915,98
arbitrary_insertion,15,0.003,3466.266,1741.92,1711.873,96
arbitrary_insertion,16,0.003,3519.564,1759.522,1729.96,95.667
arbitrary_insertion,17,0.004,3472.688,1740.276,1712.541,96.667
arbitrary_insertion,18,0.004,3448.641,1735.419,1701.616,95.667
arbitrary_insertion,19,0.004,3430.422,1722.759,1682.904,96.333
arbitrary_insertion,20,0.004,3488.495,1756.475,1715.836,95
arbitrary_insertion,AVG,0.004,3472.207,1739.01,1710.615,96.417
arbitrary_insertion,STD,0.001,34.194,17.083,15.408,0.96
