Algo,ResultId,Time(sec),TourCost,AWDfromVTX1,MinAWD,DelEdgeP
nn,1,0.002,7940.162,4081.356,3657.495,86
nn,2,0.001,9129.208,5063.245,3895.333,86
nn,3,0.001,8743.572,4509.963,3787.071,85
nn,4,0.001,8683.735,4326.174,3821.536,83
nn,5,0.001,8624.135,4477.314,3715.38,87
nn,6,0.001,9606.923,5655.377,3751.713,83
nn,7,0.001,8118.84,4316.137,3647.36,85
nn,8,0.001,9986.886,5998.861,3702.652,84
nn,9,0.001,8861.361,4334.237,3864.985,85
nn,10,0.001,8213.859,4200.668,3688.717,84
nn,11,0.001,9079.547,4032.634,3841.202,82
nn,12,0.001,7920.121,4067.828,3660.001,85
nn,13,0.001,8267.78,4185.311,3696.045,84
nn,14,0.001,7971.818,4090.095,3666.167,85
nn,15,0.001,8229.189,4209.403,3688.413,84
nn,16,0.001,8991.776,4452.091,3924.423,84
nn,17,0.001,8688.26,4537.981,3675.053,83
nn,18,0.001,8471.725,4249.654,3651.158,87
nn,19,0,8475.865,4351.747,3661.201,84
nn,20,0.001,8592.335,4422.777,3801.143,81
nn,AVG,0.001,8629.855,4478.143,3739.852,84.35
nn,STD,0,544.832,517.951,89.303,1.531
