Algo,ResultId,Time(sec),TourCost,AWDfromVTX1,MinAWD,DelEdgeP
cheapest_insertion,1,0.01,8556.202,4327.36,4007.99,82
cheapest_insertion,2,0.009,8556.868,4329.658,4010.114,81
cheapest_insertion,3,0.008,8638.472,4433.875,4115.401,81
cheapest_insertion,4,0.009,8712.847,4568.303,4123.418,82
cheapest_insertion,5,0.008,8556.202,4314.404,4007.99,82
cheapest_insertion,6,0.009,8372.867,4263.746,3855.078,86
cheapest_insertion,7,0.008,8745.902,4248.851,4120.783,81
cheapest_insertion,8,0.008,8712.847,4231.673,4123.418,82
cheapest_insertion,9,0.008,8633.147,4354.397,4025.705,79
cheapest_insertion,10,0.008,8712.847,4231.673,4123.418,82
cheapest_insertion,11,0.008,8712.847,4231.673,4123.418,82
cheapest_insertion,12,0.008,8372.867,4192.85,3855.078,86
cheapest_insertion,13,0.008,8630.189,4430.138,4105.619,81
cheapest_insertion,14,0.008,8533.283,4393.48,3948.829,83
cheapest_insertion,15,0.008,8344.335,4233.984,3844.61,84
cheapest_insertion,16,0.008,8602.608,4475.959,3999.95,82
cheapest_insertion,17,0.009,8533.259,4374.073,3968.201,83
cheapest_insertion,18,0.009,8533.283,4225.137,3948.829,83
cheapest_insertion,19,0.008,8524.836,4354.664,3975.902,84
cheapest_insertion,20,0.008,8344.335,4193.794,3844.61,84
cheapest_insertion,AVG,0.008,8566.502,4320.485,4006.418,82.5
cheapest_insertion,STD,0.001,128.122,103.131,101.872,1.701
