Algo,ResultId,Time(sec),TourCost,AWDfromVTX1,MinAWD,DelEdgeP
two_opt,1,0.015,2189.936,1087.954,1071.81,92
two_opt,2,0.014,2330.035,1210.072,1074.766,89
two_opt,3,0.014,2243.52,1109.472,1075.681,90
two_opt,4,0.014,2148.209,1090.54,1043.434,93
two_opt,5,0.014,2186.602,1121.947,1060.321,95.5
two_opt,6,0.014,2182.233,1105.227,1060.006,91.5
two_opt,7,0.014,2225.172,1083.09,1068.424,94
two_opt,8,0.015,2175.798,1124.863,1044.608,94.5
two_opt,9,0.013,2273.193,1106.949,1078.817,92.5
two_opt,10,0.016,2280.322,1102.956,1058.817,91
two_opt,11,0.015,2153.465,1062.033,1039.258,96
two_opt,12,0.013,2237.435,1124.372,1074.722,90.5
two_opt,13,0.015,2147.696,1080.152,1058.675,94
two_opt,14,0.013,2178.406,1068.042,1057.337,93
two_opt,15,0.014,2215.077,1135.832,1072.344,91.5
two_opt,16,0.013,2249.158,1183.832,1055.33,92
two_opt,17,0.014,2208.229,1120.879,1074.552,94
two_opt,18,0.014,2243.313,1164.575,1063.941,94.5
two_opt,19,0.014,2304.909,1134.313,1073.697,92
two_opt,20,0.014,2174.558,1115.291,1043.069,95.5
two_opt,AVG,0.014,2217.363,1116.62,1062.48,92.8
two_opt,STD,0.001,52.36,37.11,12.46,1.936
