Algo,ResultId,Time(sec),TourCost,AWDfromVTX1,MinAWD,DelEdgeP
nearest_insertion,1,0.064,2171.412,1109.544,1069.398,90.5
nearest_insertion,2,0.056,2216.778,1107.381,1101.265,88.5
nearest_insertion,3,0.052,2180.701,1093.136,1081.609,90
nearest_insertion,4,0.057,2197.915,1107.582,1089.171,91
nearest_insertion,5,0.053,2194.843,1094.088,1080.742,88.5
nearest_insertion,6,0.058,2111.772,1041.344,1041.016,92
nearest_insertion,7,0.053,2197.138,1121.493,1081.703,90
nearest_insertion,8,0.058,2173.062,1091.303,1070.541,92
nearest_insertion,9,0.053,2141.613,1074.527,1062.858,91.5
nearest_insertion,10,0.051,2146.559,1100.395,1053.997,92.5
nearest_insertion,11,0.055,2177.915,1100.582,1067.289,93
nearest_insertion,12,0.052,2195.488,1102.596,1088.695,85
nearest_insertion,13,0.057,2192.188,1090.169,1084.811,88
nearest_insertion,14,0.052,2158.92,1088.036,1069.673,91
nearest_insertion,15,0.058,2181.215,1090.32,1073.454,93
nearest_insertion,16,0.052,2173.842,1088.217,1068.505,91.5
nearest_insertion,17,0.057,2174.843,1084.648,1076.508,84.5
nearest_insertion,18,0.052,2187.849,1103.091,1076.723,89.5
nearest_insertion,19,0.057,2183.773,1104.463,1074.15,89.5
nearest_insertion,20,0.052,2211.925,1116.908,1088.834,89.5
nearest_insertion,AVG,0.055,2178.488,1095.491,1075.047,90.05
nearest_insertion,STD,0.003,24.612,17.07,13.417,2.333
