Algo,ResultId,Time(sec),TourCost,AWDfromVTX1,MinAWD,DelEdgeP
nn,1,0.003,2830.653,1407.936,1299.199,90.5
nn,2,0.002,2810.355,1269.843,1233.939,91.5
nn,3,0.002,2809.808,1485.802,1224.395,92
nn,4,0.002,2763.049,1460.563,1261.016,90
nn,5,0.002,2784.387,1373.207,1254.97,92
nn,6,0.002,2688.275,1353.455,1263.808,91.5
nn,7,0.002,2924.704,1536.809,1222.41,89.5
nn,8,0.002,2717.934,1297.353,1234.895,92.5
nn,9,0.002,2855.972,1419.917,1254.274,88.5
nn,10,0.002,3004.143,1287.504,1254.669,92.5
nn,11,0.002,2627.612,1257.479,1207.331,93
nn,12,0.002,2731.045,1416.917,1222.956,91.5
nn,13,0.003,2715.416,1331.831,1273.181,90.5
nn,14,0.002,2947.93,1476.456,1260.601,91
nn,15,0.002,2702.134,1311.655,1238.827,93
nn,16,0.002,2696.141,1454.784,1249.709,91.5
nn,17,0.002,2842.2,1525.783,1294.544,91
nn,18,0.002,2846.676,1525.352,1239.641,93
nn,19,0.002,2758.357,1382.349,1208.365,92
nn,20,0.002,2983.972,1530.842,1348.843,88.5
nn,AVG,0.002,2802.038,1405.292,1252.379,91.275
nn,STD,0,104.039,92.772,33.646,1.362
