Algo,ResultId,Time(sec),TourCost,AWDfromVTX1,MinAWD,DelEdgeP
two_opt,1,0.018,2465.536,1265.996,1197.255,97.5
two_opt,2,0.016,2446.277,1227.887,1185.372,97.5
two_opt,3,0.016,2476.195,1226.187,1197.459,96.5
two_opt,4,0.016,2491.83,1266.763,1202.722,93.5
two_opt,5,0.015,2441.275,1244.944,1180.749,97
two_opt,6,0.016,2512.489,1292.541,1195.45,95.5
two_opt,7,0.016,2399.27,1190.407,1182.767,95
two_opt,8,0.016,2364.818,1198.54,1164.253,97
two_opt,9,0.016,2438.622,1237.161,1184.681,95.5
two_opt,10,0.015,2360.511,1172.378,1149.894,97
two_opt,11,0.015,2461.172,1221.733,1178.455,97.5
two_opt,12,0.015,2477.808,1284.724,1180.498,98
two_opt,13,0.016,2471.37,1259.693,1206.067,97
two_opt,14,0.016,2501.051,1269.87,1189.249,95
two_opt,15,0.014,2409.845,1201.547,1193.196,97.5
two_opt,16,0.016,2417.68,1202.417,1168.889,95.5
two_opt,17,0.015,2404.082,1210.549,1180.962,97
two_opt,18,0.016,2417.172,1239.234,1179.299,99
two_opt,19,0.015,2490.357,1203.533,1197.935,95.5
two_opt,20,0.016,2419.742,1215.673,1176.872,97.5
two_opt,AVG,0.016,2443.355,1231.589,1184.601,96.575
two_opt,STD,0.001,43.592,33.367,13.66,1.301
