Algo,ResultId,Time(sec),ApproxRatio,TourCost,AWDfromVTX1,MinAWD,DelEdgeP
arbitrary_insertion,1,0.002,1.015,2813426.452,1279402.455,1171347.263,96.629
arbitrary_insertion,2,0.001,1.02,2826283.905,1236558.671,1170608.333,96.629
arbitrary_insertion,3,0.002,1.064,2949083.691,1466030.181,1272270.685,94.944
arbitrary_insertion,4,0.001,1.028,2850559.629,1324456.309,1194989.955,95.506
arbitrary_insertion,5,0.001,1.04,2883089.878,1592880.296,1244896.103,96.629
arbitrary_insertion,6,0.001,1.008,2793386.198,1580654.783,1128379.947,95.506
arbitrary_insertion,7,0.001,1.034,2866173.381,1649544.491,1179259.864,94.944
arbitrary_insertion,8,0.002,1.041,2884634.714,1440165.725,1262365.751,96.629
arbitrary_insertion,9,0.002,1.024,2837739.251,1189851.048,1136370.468,96.067
arbitrary_insertion,10,0.001,1.016,2814965.433,1201147.72,1145249.321,96.629
arbitrary_insertion,11,0.001,1.049,2907097.734,1470237.463,1230010.576,96.629
arbitrary_insertion,12,0.001,1.02,2828162.436,1250074.529,1176574.041,96.067
arbitrary_insertion,13,0.001,1.038,2876448.671,1421001.749,1248526.579,96.067
arbitrary_insertion,14,0.001,1.024,2838905.53,1299060.267,1126775.617,96.629
arbitrary_insertion,15,0.001,1.048,2903991.134,1361975.164,1266594.282,95.506
arbitrary_insertion,16,0.001,1.029,2851967.448,1228114.258,1152859.109,96.067
arbitrary_insertion,17,0.002,1.022,2833403.674,1348712.532,1115495.874,96.067
arbitrary_insertion,18,0.001,1.004,2783041.087,1209645.149,1157655.157,96.629
arbitrary_insertion,19,0.002,1.035,2868408.39,1267567.244,1165563.615,96.067
arbitrary_insertion,20,0.001,1.075,2979850.063,1524875.537,1229173.331,95.506
arbitrary_insertion,AVG,0.001,1.032,2859530.935,1367097.778,1188748.294,96.067
arbitrary_insertion,STD,0,0.018,49458.941,142926.409,51147.96,0.576
