Algo,ResultId,Time(sec),ApproxRatio,TourCost,AWDfromVTX1,MinAWD,DelEdgeP
farthest_insertion,1,0.044,1.02,2826245.782,1348766.947,1230250.368,95.506
farthest_insertion,2,0.039,1.033,2864447.375,1518946.645,1226353.126,96.629
farthest_insertion,3,0.041,1.023,2836284.674,1318910.895,1208921.135,96.629
farthest_insertion,4,0.038,1.025,2842108.596,1470645.972,1218784.824,96.629
farthest_insertion,5,0.039,1.021,2830243.279,1489776.276,1208861.73,96.629
farthest_insertion,6,0.042,1.045,2897336.302,1414277.135,1277535.394,95.506
farthest_insertion,7,0.038,1.026,2843833.984,1577465.547,1223557.111,96.629
farthest_insertion,8,0.039,1.029,2851240.822,1347652.43,1234948.26,97.191
farthest_insertion,9,0.042,1.032,2859576.289,1456376.563,1245092.526,96.629
farthest_insertion,10,0.038,1.043,2892501.895,1415080.218,1264518.187,96.067
farthest_insertion,11,0.039,1.035,2868210.295,1464531.448,1238753.6,94.944
farthest_insertion,12,0.044,1.03,2853819.49,1538861.177,1239895.491,96.067
farthest_insertion,13,0.038,1.034,2866089.775,1567238.858,1238350.792,97.191
farthest_insertion,14,0.039,1.034,2866089.775,1354284.893,1236574.484,97.191
farthest_insertion,15,0.044,1.019,2824320.443,1311595.569,1182522.612,96.629
farthest_insertion,16,0.038,1.035,2868139.893,1295440.631,1246535.439,97.191
farthest_insertion,17,0.038,1.019,2823358.512,1299776.64,1201735.474,96.629
farthest_insertion,18,0.044,1.017,2817912.866,1547153.146,1207132.737,96.629
farthest_insertion,19,0.037,1.046,2898867.166,1368395.11,1236394.504,96.067
farthest_insertion,20,0.038,1.026,2843963.786,1535589.18,1226851.876,96.067
farthest_insertion,AVG,0.04,1.03,2853729.55,1432038.264,1229678.483,96.433
farthest_insertion,STD,0.002,0.009,24419.752,96531.85,21716.77,0.612
