Algo,ResultId,Time(sec),ApproxRatio,TourCost,AWDfromVTX1,MinAWD,DelEdgeP
two_opt,1,0.012,1.136,3148104.029,1718592.467,1286166.171,92.697
two_opt,2,0.011,1.041,2884299.38,1312131.075,1245358.349,97.753
two_opt,3,0.012,1.042,2888213.84,1318716.272,1149184.369,94.944
two_opt,4,0.011,1.017,2818278.313,1635563.589,1058107.18,97.753
two_opt,5,0.012,1.123,3112365.434,1578826.257,1291630.251,96.067
two_opt,6,0.012,1.061,2942032.545,1424335.884,1252009.318,97.753
two_opt,7,0.011,1.041,2885539.052,1470457.145,1089707.558,97.753
two_opt,8,0.011,1.028,2848361.33,1544633.017,1242483.712,94.944
two_opt,9,0.012,1.027,2847359.627,1286506.372,1135898.68,96.067
two_opt,10,0.012,1.066,2955750.93,1468018.587,1267107.017,96.629
two_opt,11,0.012,1.124,3116717.424,1473951.175,1316463.332,96.629
two_opt,12,0.012,1.022,2832318.05,1208651.109,1103308.673,97.191
two_opt,13,0.011,1.029,2853663.357,1434754.843,1150878.749,98.315
two_opt,14,0.012,1.019,2825688.736,1471211.422,1143447.604,96.629
two_opt,15,0.011,1.018,2821262.798,1196962.392,1161864.059,96.629
two_opt,16,0.012,1.049,2908033.251,1351529.167,1232351.876,97.191
two_opt,17,0.012,1.121,3107386.749,1484664.071,1275820.301,96.629
two_opt,18,0.012,1.165,3229185.911,1714012.532,1389780.796,94.382
two_opt,19,0.012,1.025,2841745.552,1342872.146,1162577.989,96.067
two_opt,20,0.011,1.004,2784065.502,1460072.704,1089738.99,96.629
two_opt,AVG,0.012,1.058,2932518.59,1444823.111,1202194.249,96.433
two_opt,STD,0,0.048,133135.978,147198.126,89481.706,1.355
