Algo,ResultId,Time(sec),ApproxRatio,TourCost,AWDfromVTX1,MinAWD,DelEdgeP
cheapest_insertion,1,0.028,1.053,2917625.696,1842843.684,1040043.895,94.382
cheapest_insertion,2,0.026,1.053,2919252.556,1414991.028,1062974.335,93.82
cheapest_insertion,3,0.025,1.053,2917625.696,1094881.019,1043751.747,94.382
cheapest_insertion,4,0.027,1.052,2915282.613,1880629.431,974953.13,98.315
cheapest_insertion,5,0.025,1.052,2916749.499,1758214.33,996106.654,95.506
cheapest_insertion,6,0.025,1.058,2931940.122,1405370.554,1049433.158,93.258
cheapest_insertion,7,0.025,1.053,2919711.719,1580542.03,972268.328,98.876
cheapest_insertion,8,0.028,1.052,2916974.585,1795425.097,1022961.807,93.258
cheapest_insertion,9,0.025,1.052,2916289.841,1818808.154,1050028.61,87.079
cheapest_insertion,10,0.025,1.188,3294167.478,1823466.804,1015343.118,96.629
cheapest_insertion,11,0.025,1.053,2919711.719,1682119.62,972268.328,98.876
cheapest_insertion,12,0.029,1.064,2949536.91,1577398.037,979487.75,98.315
cheapest_insertion,13,0.024,1.06,2937513.463,1226424.944,1062795.307,93.258
cheapest_insertion,14,0.026,1.058,2931747.327,1856941.166,1068452.816,90.449
cheapest_insertion,15,0.026,1.052,2916778.484,1478120.548,999140.326,96.629
cheapest_insertion,16,0.025,1.052,2915282.613,1555351.388,974953.13,98.315
cheapest_insertion,17,0.024,1.052,2916974.335,1447778.29,1019815.545,95.506
cheapest_insertion,18,0.025,1.188,3294167.478,1373221.57,998932.827,96.629
cheapest_insertion,19,0.025,1.052,2916724.614,1137412.048,991050.343,94.382
cheapest_insertion,20,0.025,1.052,2916974.335,1810335.057,1020826.778,95.506
cheapest_insertion,AVG,0.026,1.067,2959051.554,1578013.74,1015779.397,95.169
cheapest_insertion,STD,0.001,0.041,114957.944,249128.58,33228.855,2.958
