Algo,ResultId,Time(sec),ApproxRatio,TourCost,AWDfromVTX1,MinAWD,DelEdgeP
repetitive_nn,1,0.287,1.059,2936631.807,1859386.769,972671.226,97.753
repetitive_nn,2,0.367,1.056,2926614.881,1562090.58,963016.14,98.876
repetitive_nn,3,0.268,1.056,2926614.881,1240007.309,963016.14,98.876
repetitive_nn,4,0.27,1.056,2926613.415,1864041.976,965768.556,98.876
repetitive_nn,5,0.269,1.059,2936631.807,1859386.769,972671.226,97.753
repetitive_nn,6,0.267,1.056,2926613.415,1249201.306,965768.556,98.876
repetitive_nn,7,0.269,1.056,2926613.415,1249201.306,965768.556,98.876
repetitive_nn,8,0.267,1.057,2929711.228,1245974.138,961775.703,98.876
repetitive_nn,9,0.268,1.056,2926613.415,1864041.976,965768.556,98.876
repetitive_nn,10,0.268,1.057,2929711.024,1255185.99,964528.489,98.876
repetitive_nn,11,0.276,1.056,2926613.415,1249201.306,965768.556,98.876
repetitive_nn,12,0.363,1.059,2936613.415,1253639.508,967734.848,98.315
repetitive_nn,13,0.269,1.056,2926614.881,1562090.58,963016.14,98.876
repetitive_nn,14,0.269,1.057,2929711.024,1255185.99,964528.489,98.876
repetitive_nn,15,0.269,1.056,2926613.415,1249201.306,965768.556,98.876
repetitive_nn,16,0.268,1.056,2926613.415,1864041.976,965768.556,98.876
repetitive_nn,17,0.27,1.057,2929711.024,1871714.683,964528.489,98.876
repetitive_nn,18,0.268,1.056,2926613.415,1864041.976,965768.556,98.876
repetitive_nn,19,0.268,1.056,2926614.881,1562090.58,963016.14,98.876
repetitive_nn,20,0.268,1.059,2936631.807,1859386.769,972671.226,97.753
repetitive_nn,AVG,0.279,1.057,2929235.999,1541955.64,965966.135,98.68
repetitive_nn,STD,0.03,0.001,3986.343,289863.976,3219.067,0.419
