Algo,ResultId,Time(sec),TourCost,AWDfromVTX1,MinAWD,DelEdgeP
farthest_insertion,1,0.014,1110,560.55,560.548,100
farthest_insertion,2,0.013,1118.12,563.715,560.627,100
farthest_insertion,3,0.012,1118.122,568.347,560.627,99
farthest_insertion,4,0.012,1118.12,563.474,560.626,99
farthest_insertion,5,0.012,1118.124,566.563,560.629,99
farthest_insertion,6,0.012,1118.122,560.63,560.628,100
farthest_insertion,7,0.012,1109.995,560.549,560.545,100
farthest_insertion,8,0.011,1126.249,572.086,562.01,98
farthest_insertion,9,0.012,1109.999,560.55,560.548,100
farthest_insertion,10,0.012,1109.994,560.547,560.544,100
farthest_insertion,11,0.012,1118.122,563.146,560.629,99
farthest_insertion,12,0.012,1109.998,560.547,560.546,100
farthest_insertion,13,0.015,1110.002,560.551,560.55,100
farthest_insertion,14,0.011,1109.994,560.547,560.545,100
farthest_insertion,15,0.012,1109.996,560.547,560.546,100
farthest_insertion,16,0.012,1118.123,561.523,560.63,99
farthest_insertion,17,0.012,1109.997,560.549,560.546,100
farthest_insertion,18,0.011,1109.996,560.548,560.546,100
farthest_insertion,19,0.012,1109.996,560.55,560.545,100
farthest_insertion,20,0.012,1118.122,564.529,560.628,100
farthest_insertion,AVG,0.012,1114.059,562.502,560.652,99.65
farthest_insertion,STD,0.001,4.932,3.211,0.322,0.587
