Algo,ResultId,Time(sec),TourCost,AWDfromVTX1,MinAWD,DelEdgeP
repetitive_nn,1,1.101,47050.56,23954.401,20878.69,91.333
repetitive_nn,2,1.12,47054.791,24600.816,21062.989,91
repetitive_nn,3,1.074,46982.286,24547.136,21052.329,91
repetitive_nn,4,1.088,46778.026,23866.401,20543.493,91.667
repetitive_nn,5,1.083,46982.286,24547.136,21052.329,91
repetitive_nn,6,1.062,46817.97,23878.478,20964.763,91
repetitive_nn,7,1.08,46982.286,24547.136,21052.329,91
repetitive_nn,8,1.069,46713.19,23850.606,20894.98,91.333
repetitive_nn,9,1.076,46632.966,23802.096,20910.725,91.333
repetitive_nn,10,1.076,46882.805,23894.272,20613.625,91.333
repetitive_nn,11,1.073,47136.907,24591.46,21124.973,90.667
repetitive_nn,12,1.073,46856.491,23845.375,21043.413,90.667
repetitive_nn,13,1.077,46800.072,23869.41,20689.966,91.333
repetitive_nn,14,1.078,47018.161,24568.533,21053.756,91
repetitive_nn,15,1.06,46896.772,23881.807,20606.793,91.333
repetitive_nn,16,1.062,47054.791,24600.816,21062.989,91
repetitive_nn,17,1.059,46778.026,23866.401,20543.493,91.667
repetitive_nn,18,1.071,46892.09,23864.75,20889.107,91.333
repetitive_nn,19,1.067,46800.072,23869.41,20689.966,91.333
repetitive_nn,20,1.057,46982.286,24547.136,21052.329,91
repetitive_nn,AVG,1.075,46904.642,24149.679,20889.152,91.167
repetitive_nn,STD,0.015,132.238,352.424,199.173,0.276
