Algo,ResultId,Time(sec),TourCost,AWDfromVTX1,MinAWD,DelEdgeP
nn,1,12.37,245488.171,120215.155,NA,90.845
nn,2,11.34,244336.01,115325.854,NA,91.225
nn,3,10.988,244114.382,119409.596,NA,91.115
nn,4,11.364,244613.749,119398.694,NA,91.015
nn,5,14.858,246170.257,122528.139,NA,90.84
nn,AVG,12.184,244944.514,119375.488,NA,91.008
nn,STD,1.581,861.222,2600.264,NA,0.168
