Algo,ResultId,Time(sec),TourCost,AWDfromVTX1,MinAWD,DelEdgeP
nearest_insertion,1,0.293,4711.29,2384.07,2329.121,92.25
nearest_insertion,2,0.274,4715.758,2387.305,2326.869,93
nearest_insertion,3,0.27,4776.577,2376.83,2349.625,90.75
nearest_insertion,4,0.274,4809.285,2431.826,2366.191,91
nearest_insertion,5,0.271,4742.728,2354.979,2341.721,91.75
nearest_insertion,6,0.279,4777.967,2420.904,2344.051,92.25
nearest_insertion,7,0.276,4728.292,2382.467,2334.157,90.5
nearest_insertion,8,0.268,4722.129,2322.425,2308.586,92.25
nearest_insertion,9,0.275,4754.111,2370.053,2340.378,91.5
nearest_insertion,10,0.269,4726.385,2382.936,2332.396,91
nearest_insertion,11,0.269,4692.001,2367.587,2319.566,93.25
nearest_insertion,12,0.269,4766.092,2364.92,2346.522,90.5
nearest_insertion,13,0.267,4814.413,2413.368,2369.508,90.75
nearest_insertion,14,0.277,4761.401,2410.738,2324.2,91.25
nearest_insertion,15,0.268,4740.678,2360.333,2338.887,92.5
nearest_insertion,16,0.269,4679.46,2371.505,2306.229,93.5
nearest_insertion,17,0.268,4733.76,2389.929,2330.3,90
nearest_insertion,18,0.268,4748.95,2350.001,2333.342,91.75
nearest_insertion,19,0.275,4725.481,2375.803,2331.393,92.5
nearest_insertion,20,0.268,4734.814,2354.785,2316.656,91.5
nearest_insertion,AVG,0.272,4743.079,2378.638,2334.485,91.688
nearest_insertion,STD,0.006,34.529,26.165,16.285,0.983
