Algo,ResultId,Time(sec),TourCost,AWDfromVTX1,MinAWD,DelEdgeP
cheapest_insertion,1,0.165,4621.276,2323.008,2268.767,93.75
cheapest_insertion,2,0.156,4616.418,2318.123,2267.732,92.5
cheapest_insertion,3,0.154,4613.457,2299.172,2266.167,93.75
cheapest_insertion,4,0.154,4615.508,2320.418,2262.94,93.25
cheapest_insertion,5,0.155,4588.534,2285.553,2255.743,94
cheapest_insertion,6,0.153,4610.654,2286.986,2273.633,93.25
cheapest_insertion,7,0.155,4590.594,2294.848,2249.658,94.25
cheapest_insertion,8,0.155,4624.086,2294.767,2271.252,93.25
cheapest_insertion,9,0.155,4611.552,2312.367,2266.952,92.75
cheapest_insertion,10,0.154,4642.088,2340.873,2278.8,93.75
cheapest_insertion,11,0.154,4625.993,2311.79,2282.224,93.75
cheapest_insertion,12,0.154,4599.173,2277.235,2261.011,93.5
cheapest_insertion,13,0.155,4617.413,2302.706,2269.078,93
cheapest_insertion,14,0.154,4554.06,2281.338,2249.991,93.75
cheapest_insertion,15,0.255,4579.878,2289.987,2260.539,93.25
cheapest_insertion,16,0.155,4614.36,2310.692,2261.226,93
cheapest_insertion,17,0.161,4602.882,2306.994,2263.243,94.25
cheapest_insertion,18,0.155,4600.17,2310.058,2269.683,93.25
cheapest_insertion,19,0.155,4651.811,2321.729,2283.313,93.25
cheapest_insertion,20,0.149,4640.42,2326.295,2274.058,92.75
cheapest_insertion,AVG,0.16,4611.016,2305.747,2266.801,93.412
cheapest_insertion,STD,0.023,22.434,16.877,9.241,0.489
