Algo,ResultId,Time(sec),TourCost,AWDfromVTX1,MinAWD,DelEdgeP
repetitive_nn,1,2.355,4845.009,2425.825,2277.533,94.75
repetitive_nn,2,2.182,4886.622,2521.471,2268.801,94.25
repetitive_nn,3,2.201,4848.517,2480.96,2289.501,93.5
repetitive_nn,4,2.214,4821.952,2478.303,2286.845,94.5
repetitive_nn,5,2.252,4854.192,2493.518,2272.704,94
repetitive_nn,6,2.173,4846.26,2518.398,2261.02,94
repetitive_nn,7,2.225,4847.931,2380.054,2325.57,94.25
repetitive_nn,8,2.145,4800.355,2492.969,2241.223,94.25
repetitive_nn,9,2.199,4895.203,2469.951,2275.44,94
repetitive_nn,10,2.293,4868.249,2526.716,2293.357,93.75
repetitive_nn,11,2.156,4817.923,2492.311,2280.837,94.25
repetitive_nn,12,2.258,4880.446,2513.155,2274.495,94.25
repetitive_nn,13,2.185,4890.806,2405.469,2264.503,93.75
repetitive_nn,14,2.176,4861.267,2437.747,2279.234,94.5
repetitive_nn,15,2.25,4907.353,2487.183,2270.451,93.75
repetitive_nn,16,2.242,4845.461,2522.079,2290.823,94.5
repetitive_nn,17,2.167,4904.626,2332.283,2310.879,93.25
repetitive_nn,18,2.148,4891.959,2542.279,2296.006,95.25
repetitive_nn,19,2.213,4868.023,2383.553,2276.137,93.5
repetitive_nn,20,2.229,4867.708,2542.365,2291.06,94
repetitive_nn,AVG,2.213,4862.493,2472.329,2281.321,94.112
repetitive_nn,STD,0.052,29.336,59.331,18.142,0.469
