Algo,ResultId,Time(sec),ApproxRatio,TourCost,AWDfromVTX1,MinAWD,DelEdgeP
nearest_insertion,1,0.06,1.102,3459029.205,1581632.965,1360260.276,91.96
nearest_insertion,2,0.055,1.076,3378932.355,1567108.041,1437216.272,91.96
nearest_insertion,3,0.054,1.064,3340697.209,1561363.298,1283079.455,87.94
nearest_insertion,4,0.052,1.124,3527774.963,1900976.788,1474707.765,90.955
nearest_insertion,5,0.053,1.094,3435992.263,1894181.623,1313548.716,92.462
nearest_insertion,6,0.053,1.073,3370424.413,1540483.65,1387874.272,92.462
nearest_insertion,7,0.053,1.086,3410388.922,1652190.536,1319766.394,84.422
nearest_insertion,8,0.054,1.075,3374572.053,1877725.964,1466326.457,85.427
nearest_insertion,9,0.053,1.057,3319314.265,1478179.543,1249937.214,97.487
nearest_insertion,10,0.053,1.074,3373373.946,2010162.906,1359307.991,92.462
nearest_insertion,11,0.059,1.031,3237476.928,1724929.467,1305354.027,98.492
nearest_insertion,12,0.052,1.085,3407276.075,1821290.3,1453621.969,86.432
nearest_insertion,13,0.052,1.028,3227512.214,1618825.407,1218715.151,97.99
nearest_insertion,14,0.052,1.119,3511859.534,1722704.208,1466457.169,92.462
nearest_insertion,15,0.053,1.09,3421429.278,1493550.649,1399730.972,91.96
nearest_insertion,16,0.053,1.03,3235161.873,1700587.756,1106163.631,95.477
nearest_insertion,17,0.053,1.052,3302009.184,1598478.708,1308386.071,85.427
nearest_insertion,18,0.052,1.055,3310955.111,1728913.622,1280056.949,87.94
nearest_insertion,19,0.053,1.064,3341166.612,1927129.777,1356139.193,91.457
nearest_insertion,20,0.053,1.033,3243856.915,1619970.189,1230248.536,97.99
nearest_insertion,AVG,0.054,1.071,3361460.166,1701019.27,1338844.924,91.658
nearest_insertion,STD,0.002,0.028,87642.908,156925.426,97068.031,4.376
