Algo,ResultId,Time(sec),ApproxRatio,TourCost,AWDfromVTX1,MinAWD,DelEdgeP
cheapest_insertion,1,0.036,1.053,3305716.347,1949587.271,1081828.406,98.492
cheapest_insertion,2,0.033,1.053,3305838.974,1678544.701,1116502.39,96.482
cheapest_insertion,3,0.036,1.048,3289416.603,2059189.915,1092789.895,94.975
cheapest_insertion,4,0.032,1.053,3305763.116,1700092.133,1098411.411,96.985
cheapest_insertion,5,0.032,1.053,3305737.509,1731309.183,1089969.214,97.99
cheapest_insertion,6,0.032,1.048,3289482.966,2027602.099,1113393.246,93.467
cheapest_insertion,7,0.034,1.053,3305715.918,1736280.029,1081727.759,97.487
cheapest_insertion,8,0.032,1.054,3309728.625,2046348.979,1147375.186,91.96
cheapest_insertion,9,0.032,1.064,3340539.353,1772043.869,1100167.378,97.487
cheapest_insertion,10,0.032,1.151,3612925.615,1517439.838,1125980.225,96.482
cheapest_insertion,11,0.031,1.054,3308570.625,1732133.274,1188877.915,93.467
cheapest_insertion,12,0.035,1.116,3505329.47,1216106.75,1118940.403,96.985
cheapest_insertion,13,0.033,1.053,3306104.932,1992591.654,1146051.327,94.472
cheapest_insertion,14,0.032,1.053,3305978.734,1267455.804,1135196.565,95.477
cheapest_insertion,15,0.031,1.081,3393460.945,2198240.789,1098039.68,97.487
cheapest_insertion,16,0.034,1.047,3287614.945,1740661.556,1095114.293,98.492
cheapest_insertion,17,0.033,1.053,3306104.932,1708006.611,1145146.806,94.472
cheapest_insertion,18,0.032,1.053,3306104.932,1702579.49,1150573.927,94.472
cheapest_insertion,19,0.032,1.048,3290848.596,2086065.713,1079379.129,97.99
cheapest_insertion,20,0.032,1.048,3290928.601,1979485.31,1105711.192,94.472
cheapest_insertion,AVG,0.033,1.062,3333595.587,1792088.248,1115558.817,95.98
cheapest_insertion,STD,0.001,0.026,82369.842,259075.155,29062.402,1.908
