Algo,ResultId,Time(sec),ApproxRatio,TourCost,AWDfromVTX1,MinAWD,DelEdgeP
arbitrary_insertion,1,0.002,1.021,3207171.624,1402158.807,1348873.666,96.482
arbitrary_insertion,2,0.001,1.069,3357446.297,1510284.941,1395069.955,94.975
arbitrary_insertion,3,0.001,1.027,3225587.208,1542137.433,1387328.609,96.482
arbitrary_insertion,4,0.002,1.057,3319100.874,1884490.781,1363447.821,95.477
arbitrary_insertion,5,0.002,1.017,3194691.611,1673411.8,1362800.788,95.98
arbitrary_insertion,6,0.002,1.01,3172396.549,1396986.987,1264961.881,95.98
arbitrary_insertion,7,0.002,1.02,3202055.447,1808951.898,1363748.709,96.482
arbitrary_insertion,8,0.001,1.039,3262207.034,1668089.911,1421719.749,96.482
arbitrary_insertion,9,0.001,1.087,3412636.982,1864060.921,1437044.629,95.477
arbitrary_insertion,10,0.001,1.028,3228625.182,1486144.024,1333104.607,96.482
arbitrary_insertion,11,0.001,1.039,3261899.745,1760439.83,1401902.647,95.98
arbitrary_insertion,12,0.001,1.029,3232335.513,1811339.174,1371076.314,95.98
arbitrary_insertion,13,0.002,1.063,3336624.745,1397365.15,1368288.88,94.975
arbitrary_insertion,14,0.002,1.054,3309142.824,1532741.193,1383491.664,95.98
arbitrary_insertion,15,0.002,1.023,3211905.747,1559315.153,1344407.201,95.98
arbitrary_insertion,16,0.001,1.028,3226813.99,1369365.079,1312941.44,96.985
arbitrary_insertion,17,0.001,1.011,3174323.879,1488168.156,1312340.216,96.482
arbitrary_insertion,18,0.001,1.034,3246272.802,1552974.763,1346470.906,95.98
arbitrary_insertion,19,0.002,1.045,3282528.899,1877448.025,1360096.28,95.98
arbitrary_insertion,20,0.001,1.033,3243009.042,1703389.924,1376205.349,96.985
arbitrary_insertion,AVG,0.001,1.037,3255338.8,1614463.197,1362766.066,96.08
arbitrary_insertion,STD,0.001,0.02,63622.407,174431.942,39173.003,0.555
