Algo,ResultId,Time(sec),ApproxRatio,TourCost,AWDfromVTX1,MinAWD,DelEdgeP
farthest_insertion,1,0.061,1.008,3163431.588,1717451.232,1343420.124,96.985
farthest_insertion,2,0.054,1.005,3156300.153,1391517.535,1330237.899,96.985
farthest_insertion,3,0.053,1.018,3197363.169,1506193.477,1359223.895,97.487
farthest_insertion,4,0.053,1.031,3235563.077,1502803.477,1383132.011,96.482
farthest_insertion,5,0.053,1.02,3202757.472,1465609.474,1309620.613,95.98
farthest_insertion,6,0.054,1.015,3186776.479,1790261.966,1366959.019,96.985
farthest_insertion,7,0.053,1.033,3242460.522,1712472.936,1410286.682,95.98
farthest_insertion,8,0.053,1.038,3259397.638,1625209.141,1396904.34,95.477
farthest_insertion,9,0.053,1.014,3185198.779,1516792.631,1326126.246,96.482
farthest_insertion,10,0.054,1.015,3185643.431,1539834.179,1350117.772,96.985
farthest_insertion,11,0.06,1.006,3158381.058,1448883.755,1323206.593,96.985
farthest_insertion,12,0.054,1.02,3202143.705,1595103.263,1390809.528,96.482
farthest_insertion,13,0.053,1.034,3247190.392,1633673.605,1423141.497,96.482
farthest_insertion,14,0.053,1.031,3236415.712,1774957.983,1418305.592,96.482
farthest_insertion,15,0.053,1.023,3211376.146,1428224.158,1387187.682,96.482
farthest_insertion,16,0.053,1.038,3259457.647,1511145.234,1416711.123,96.482
farthest_insertion,17,0.054,1.019,3198805.016,1590247.688,1365494.777,96.985
farthest_insertion,18,0.054,1.029,3232352.059,1454910.247,1348595.755,95.98
farthest_insertion,19,0.053,1.02,3203335.621,1590162.73,1370664.608,96.482
farthest_insertion,20,0.053,1.022,3210018.264,1610554.544,1373528.101,96.482
farthest_insertion,AVG,0.054,1.022,3208718.396,1570300.463,1369683.693,96.558
farthest_insertion,STD,0.002,0.01,31665.192,114550.729,33752.081,0.469
