Algo,ResultId,Time(sec),ApproxRatio,TourCost,AWDfromVTX1,MinAWD,DelEdgeP
nn,1,0.003,1.055,3311529.606,2110634.532,1084661.403,98.492
nn,2,0.002,1.059,3324215.851,1813383.536,1079172.513,98.995
nn,3,0.002,1.068,3354666.908,1906354.159,1091143.088,98.492
nn,4,0.002,1.08,3390154.988,1788315.184,1094719.118,97.99
nn,5,0.002,1.115,3499613.059,2137569.754,1123459.893,97.487
nn,6,0.002,1.114,3498283.57,2180574.352,1114311.397,97.487
nn,7,0.002,1.087,3411754.861,2306960.065,1107650.079,98.492
nn,8,0.002,1.138,3572378.502,1782210.145,1122223.058,97.487
nn,9,0.002,1.081,3395522.778,1787327.625,1088097.326,97.99
nn,10,0.002,1.101,3455564.888,2197187.863,1102490.375,97.99
nn,11,0.002,1.098,3447156.674,1779067.682,1098085.24,98.492
nn,12,0.002,1.062,3333415.891,2126116.265,1089736.882,98.492
nn,13,0.002,1.06,3327743.641,2159918.876,1070901.062,98.995
nn,14,0.002,1.112,3490019.532,1786060.378,1107659.703,97.487
nn,15,0.003,1.081,3393084.498,2143836.89,1110336.69,97.99
nn,16,0.002,1.065,3342692.703,1180899.025,1087403.933,98.492
nn,17,0.002,1.094,3433902.787,1417012.238,1097757.13,97.487
nn,18,0.002,1.056,3315704.139,1403405.61,1083637.557,98.492
nn,19,0.002,1.073,3368806.361,1911236.22,1096723.703,98.492
nn,20,0.002,1.074,3373144.198,1334438.418,1112023.159,97.99
nn,AVG,0.002,1.084,3401967.772,1862625.441,1098109.665,98.166
nn,STD,0,0.023,73071.839,322395.576,14266.9,0.497
