Algo,ResultId,Time(sec),ApproxRatio,TourCost,AWDfromVTX1,MinAWD,DelEdgeP
two_opt,1,0.018,1.044,3278488.849,1683735.051,1392368.006,97.487
two_opt,2,0.016,1.158,3636598.007,1956368.25,1453659.203,93.97
two_opt,3,0.016,1.127,3539882.985,1863932.779,1486210.083,93.97
two_opt,4,0.017,1.039,3260897.874,1599777.349,1261782.337,96.985
two_opt,5,0.016,1.016,3188967.019,1745881.861,1313812.892,95.98
two_opt,6,0.017,1.076,3377025.576,1703007.285,1457200.076,96.482
two_opt,7,0.017,1.035,3248442.509,1978668.191,1152274.05,96.985
two_opt,8,0.016,1.045,3282357.21,1836736.871,1379752.92,95.98
two_opt,9,0.017,1.057,3319760.154,1593005.979,1396936.523,96.482
two_opt,10,0.017,1.071,3362839.584,1512768.998,1385938.465,98.492
two_opt,11,0.018,1.085,3405622.98,1700799.204,1392742.818,95.98
two_opt,12,0.016,1.047,3287618.874,1416551.612,1331782.32,97.487
two_opt,13,0.017,1.156,3629447.519,1940920.331,1432271.626,93.97
two_opt,14,0.016,1.015,3188397.843,1328442.141,1207515.812,93.97
two_opt,15,0.016,1.035,3250956.184,1728726.853,1384492.544,94.472
two_opt,16,0.016,1.048,3290608.034,1586667.619,1280090.055,95.477
two_opt,17,0.016,1.019,3198088.286,1681934.626,1275141.217,96.985
two_opt,18,0.016,1.019,3198547.325,1803969.78,1222384.261,96.482
two_opt,19,0.016,1.036,3253934.366,1462881.972,1270321.018,97.99
two_opt,20,0.016,1.127,3539109.434,1708847.457,1458168.145,95.98
two_opt,AVG,0.016,1.063,3336879.531,1691681.211,1346742.219,96.08
two_opt,STD,0.001,0.045,142527.834,178302.56,94642.083,1.399
