Algo,ResultId,Time(sec),ApproxRatio,TourCost,AWDfromVTX1,MinAWD,DelEdgeP
repetitive_nn,1,0.048,1.092,1036970.416,474594.862,398581.438,96.053
repetitive_nn,2,0.042,1.092,1036970.416,474594.862,398581.438,96.053
repetitive_nn,3,0.041,1.092,1036970.416,474594.862,398581.438,96.053
repetitive_nn,4,0.041,1.084,1029799.85,537990.444,406647.776,94.737
repetitive_nn,5,0.045,1.092,1036970.416,474594.862,398581.438,96.053
repetitive_nn,6,0.041,1.092,1036970.416,474594.862,398581.438,96.053
repetitive_nn,7,0.046,1.096,1041467.102,552867.818,405205.604,94.737
repetitive_nn,8,0.041,1.092,1036970.416,554669.064,398581.438,96.053
repetitive_nn,9,0.041,1.092,1036970.416,474594.862,398581.438,96.053
repetitive_nn,10,0.04,1.084,1029799.85,459897.583,406647.776,94.737
repetitive_nn,11,0.041,1.092,1036970.416,474594.862,398581.438,96.053
repetitive_nn,12,0.044,1.096,1041467.102,471551.111,405205.604,94.737
repetitive_nn,13,0.041,1.092,1036970.416,474594.862,398581.438,96.053
repetitive_nn,14,0.042,1.084,1029799.85,537990.444,406647.776,94.737
repetitive_nn,15,0.041,1.092,1036970.416,474594.862,398581.438,96.053
repetitive_nn,16,0.041,1.092,1036970.416,554669.064,398581.438,96.053
repetitive_nn,17,0.04,1.092,1036970.416,554669.064,398581.438,96.053
repetitive_nn,18,0.04,1.092,1036970.416,554669.064,398581.438,96.053
repetitive_nn,19,0.044,1.092,1036970.416,554669.064,398581.438,96.053
repetitive_nn,20,0.041,1.092,1036970.416,474594.862,398581.438,96.053
repetitive_nn,AVG,0.042,1.091,1036344.5,503979.567,400453.805,95.724
repetitive_nn,STD,0.002,0.003,3136.005,39189.218,3346.966,0.585
