Algo,ResultId,Time(sec),ApproxRatio,TourCost,AWDfromVTX1,MinAWD,DelEdgeP
nearest_insertion,1,0.008,1.125,1068334.074,487776.081,483719.7,89.474
nearest_insertion,2,0.007,1.174,1115664.205,615772.089,498059.442,90.789
nearest_insertion,3,0.007,1.178,1118583.753,589379.627,463730.093,93.421
nearest_insertion,4,0.01,1.15,1092913.027,568053.559,439882.871,88.158
nearest_insertion,5,0.007,1.041,988580.761,517127.572,436814.863,96.053
nearest_insertion,6,0.007,1.044,991918.219,524440.948,443824.377,96.053
nearest_insertion,7,0.007,1.044,992071.114,502617.695,417963.613,94.737
nearest_insertion,8,0.01,1.106,1050837.079,456474.121,452647.963,92.105
nearest_insertion,9,0.007,1.19,1130200.608,559691.941,429466.096,88.158
nearest_insertion,10,0.007,1.178,1119483.154,549578.818,502405.744,90.789
nearest_insertion,11,0.007,1.044,991918.219,479076.203,442371.752,96.053
nearest_insertion,12,0.007,1.162,1103586.254,527554.978,464278.25,88.158
nearest_insertion,13,0.007,1.055,1002609.291,561296.008,438545.005,92.105
nearest_insertion,14,0.007,1.035,983067.06,434030.994,421431.565,94.737
nearest_insertion,15,0.007,1.061,1007785.342,517643.306,427988.694,96.053
nearest_insertion,16,0.007,1.101,1046058.16,568474.957,452862.446,93.421
nearest_insertion,17,0.007,1.144,1086622.81,481247.772,422325.257,92.105
nearest_insertion,18,0.007,1.227,1165377.363,501364.425,446986.519,89.474
nearest_insertion,19,0.007,1.136,1079145.796,498511.55,476899.791,92.105
nearest_insertion,20,0.007,1.12,1063549.343,495984.288,484001.858,85.526
nearest_insertion,AVG,0.007,1.116,1059915.282,521804.847,452310.295,91.974
nearest_insertion,STD,0.001,0.06,56867.329,45971.949,25547.687,3.134
