Algo,ResultId,Time(sec),TourCost,AWDfromVTX1,MinAWD,DelEdgeP
arbitrary_insertion,1,0.003,24303.581,12107.31,11456.974,94.5
arbitrary_insertion,2,0.001,23947.245,12335.546,11519.725,94
arbitrary_insertion,3,0.001,24047.706,12272.095,11282.109,94
arbitrary_insertion,4,0.002,23215.681,11343.985,11158.546,95.5
arbitrary_insertion,5,0.001,24880.806,12546.212,11848.307,91
arbitrary_insertion,6,0.001,23429.409,11955.24,11294.714,95.5
arbitrary_insertion,7,0.001,24159.246,11923.525,11575.011,92
arbitrary_insertion,8,0.001,22938.785,11325.605,11017.302,96
arbitrary_insertion,9,0.002,24340.115,12678.775,11752.604,95
arbitrary_insertion,10,0.001,23961.837,11728.078,11559.897,95
arbitrary_insertion,11,0.001,23144.71,11851.255,10944.361,96
arbitrary_insertion,12,0.002,23776.974,12029.077,11358.615,93
arbitrary_insertion,13,0.002,23103.823,12113.293,10957.048,94
arbitrary_insertion,14,0.002,23771.792,12010.566,11495.192,93.5
arbitrary_insertion,15,0.001,23378.944,12030.809,11082.287,94.5
arbitrary_insertion,16,0.001,23947.72,11962.01,11557.662,93
arbitrary_insertion,17,0.001,23644.503,11467.776,11336.035,95.5
arbitrary_insertion,18,0.001,23800.335,11894.89,11264.317,93.5
arbitrary_insertion,19,0.001,23736.359,11819.451,11381.799,95
arbitrary_insertion,20,0.002,23718.684,11757.446,11171.255,96
arbitrary_insertion,AVG,0.001,23762.413,11957.647,11350.688,94.325
arbitrary_insertion,STD,0.001,475.356,348.86,250.865,1.37
